announce.msbt
AnnounceEmpty	目前暫無通知
BtlBossAttack_HBW_KING_Tsunami_2nd	{size[4100]}{[0001|1200]}巨浪{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_KING_Tsunami_3rd	{size[4100]}{[0001|1200]}滔天巨浪{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_KING_Tsunami_4th	{size[4100]}{[0001|1200]}末日巨浪{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_FireBall	{size[4100]}{[0001|1200]}火球{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_FireBreath	{size[4100]}{[0001|1200]}火焰吐息{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_Recover	{size[4100]}{[0001|1200]}召回熾羽{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_Wind	{size[4100]}{[0001|1200]}翅膀拍擊{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_FeatherStorm	{size[4100]}{[0001|1200]}熾羽風暴{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_KING_FireBreath	{size[4100]}{[0001|1200]}火焰吐息{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_Scratch	{size[4100]}{[0001|1200]}爪擊{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_Rolling	{size[4100]}{[0001|1200]}迴旋衝撞{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceScratch	{size[4100]}{[0001|1200]}極凍爪擊{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceBeam	{size[4100]}{[0001|1200]}極凍吐息{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceMissile	{size[4100]}{[0001|1200]}極凍箭矢{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceJump	{size[4100]}{[0001|1200]}極凍猛擊{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceRolling	{size[4100]}{[0001|1200]}極凍衝撞{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceMaze	{size[4100]}{[0001|1200]}極凍迷宮{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_Shuffle	{size[4100]}{[0001|1200]}大洗牌{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceAge	{size[4100]}{[0001|1200]}冰河時期{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_KING_IceAge	{size[4100]}{[0001|1200]}冰河時期{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Pencil	{size[4100]}{[0001|1200]}鉛筆彈雨{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Dozen	{size[4100]}{[0001|1200]}迴旋飛彈{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Bite	{size[4100]}{[0001|1200]}鋼鐵之顎{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Weakness	{size[4100]}{[0001|1200]}泰山壓頂{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_PencilTrapStart	{size[4100]}{[0001|1200]}鉛筆陷阱{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_PencilReload	{size[4100]}{[0001|1200]}重新裝填{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_GomPacchin	{size[4100]}{[0001|1200]}橡皮筋打擊{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_GomGun	{size[4100]}{[0001|1200]}橡皮筋連環射{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_GomGunPacchin	{size[4100]}{[0001|1200]}纏身橡皮筋打擊{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_BigGomPacchin	{size[4100]}{[0001|1200]}巨大橡皮筋打擊{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_TrapPacchin	{size[4100]}{[0001|1200]}橡皮筋陷阱{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_Heal	{size[4100]}{[0001|1200]}召回{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_Heal2	{size[4100]}{[0001|1200]}快速召回{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_RingPunch	{size[4100]}{[0001|1200]}打孔{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_PeraPunch	{size[4100]}{[0001|1200]}彈額頭之舞{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Whack	{size[4100]}{[0001|1200]}重壓之舞{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Jump	{size[4100]}{[0001|1200]}墜落之舞{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Paper	{size[4100]}{[0001|1200]}紙屑噴射{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Rush	{size[4100]}{[0001|1200]}連擊之舞{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Punchhole	{size[4100]}{[0001|1200]}打孔{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_BodyAttack	{size[4100]}{[0001|1200]}膠台攻擊{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_BodyPress	{size[4100]}{[0001|1200]}膠台重壓{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_PoundingUp	{size[4100]}{[0001|1200]}黏貼拋摔{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_JumpCounter	{size[4100]}{[0001|1200]}膠帶反擊{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_TapeStop	{size[4100]}{[0001|1200]}到處亂貼{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_Stick	{size[4100]}{[0001|1200]}鋸齒鑽擊{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_Hulahoop	{size[4100]}{[0001|1200]}鋸齒呼拉圈{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_RocketAttack	{size[4100]}{[0001|1200]}突擊{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_GolfAttack	{size[4100]}{[0001|1200]}高爾夫擊球{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_TwistAttack	{size[4100]}{[0001|1200]}螺旋墜落{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_FinishAttack	{size[4100]}{[0001|1200]}末日攻擊{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_PanelCut	{size[4100]}{[0001|1200]}剪碎面板{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_SewOn	{size[4100]}{[0001|1200]}裝訂{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Spin	{size[4100]}{[0001|1200]}拔釘{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Gun	{size[4100]}{[0001|1200]}釘書針機關槍{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Gun_RED	{size[4100]}{[0001|1200]}紅色釘書針機關槍{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Gun_GOLD	{size[4100]}{[0001|1200]}金色釘書針機關槍{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Dog	{size[4100]}{[0001|1200]}狂犬猛攻{[0001|ffff]}{size[6400]}
BtlBossAttack_Jynken_JumpCounter	{size[4100]}{[0001|1200]}反擊{[0001|ffff]}{size[6400]}
BtlBossAttack_Jynken_Punch	{size[4100]}{[0001|1200]}石頭拳{[0001|ffff]}{size[6400]}
BtlBossAttack_Jynken_Throw	{size[4100]}{[0001|1200]}抓來摔摔{[0001|ffff]}{size[6400]}
BtlBossAttack_BossKK_ThunderGuard	{size[4100]}{[0001|1200]}落雷防禦{[0001|ffff]}{size[6400]}
BtlBossAttack_BossKK_ThunderAttack	{size[4100]}{[0001|1200]}落雷{[0001|ffff]}{size[6400]}
BtlBossAttack_BossKK_ChargeThunderAttack	{size[4100]}{[0001|1200]}巨大落雷{[0001|ffff]}{size[6400]}
kuriboBoots_StampAttack_name	{[0001|1200]}{size[4100]}重踏{size[6400]}{[0001|ffff]}
kuribo_ZutukiAttack_name	{[0001|1200]}{size[4100]}頭鎚{size[6400]}{[0001|ffff]}
kuribo_ZutukiTowerAttack_name	{size[4100]}{[0001|1200]}疊疊樂頭鎚{[0001|ffff]}{size[6400]}
kuribo_ZutukiSiegeAttack_name	{[0001|1200]}{size[4100]}包圍頭鎚{size[6400]}{[0001|ffff]}
kuribo_ZutukiWaveAttack_name	{[0001|1200]}{size[4100]}波浪頭鎚{size[6400]}{[0001|ffff]}
kuriboPata_BodyAttack_name	{[0001|1200]}{size[4100]}衝撞{size[6400]}{[0001|ffff]}
kuriboPata_SiegeAttack_name	{[0001|1200]}{size[4100]}包圍攻擊{size[6400]}{[0001|ffff]}
kuriboPata_ThrowAttack_name	{[0001|1200]}{size[4100]}投擲同伴{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiAttack_name	{[0001|1200]}{size[4100]}枯骨頭鎚{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiTowerAttack_name	{[0001|1200]}{size[4100]}疊疊樂頭鎚{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiSiegeAttack_name	{[0001|1200]}{size[4100]}包圍頭鎚{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiWaveAttack_name	{[0001|1200]}{size[4100]}波浪頭鎚{size[6400]}{[0001|ffff]}
kuribon_ZutukiAttack_name	{[0001|1200]}{size[4100]}頭鎚{size[6400]}{[0001|ffff]}
kuribon_ZutukiTowerAttack_name	{[0001|1200]}{size[4100]}疊疊樂頭鎚{size[6400]}{[0001|ffff]}
kuribon_ZutukiSiegeAttack_name	{[0001|1200]}{size[4100]}包圍頭鎚{size[6400]}{[0001|ffff]}
kuribon_ZutukiWaveAttack_name	{[0001|1200]}{size[4100]}波浪頭鎚{size[6400]}{[0001|ffff]}
heiho_PokapokaAttack_name	{[0001|1200]}{size[4100]}亂拍攻擊{size[6400]}{[0001|ffff]}
heiho_GroupAttack_name	{size[4100]}{[0001|1200]}重疊攻擊{[0001|ffff]}{size[6400]}
heiho_CarryAttack_name	{[0001|1200]}{size[4100]}用同伴攻擊{size[6400]}{[0001|ffff]}
heiho_SurfingAttack_name	{[0001|1200]}{size[4100]}龜殼騎士嘿呵{size[6400]}{[0001|ffff]}
heiho_PileUpAttack_name	{[0001|1200]}{size[4100]}疊疊樂攻擊{size[6400]}{[0001|ffff]}
heiho_PyramidAttack_name	{size[4100]}{[0001|1200]}金字塔攻擊{[0001|ffff]}{size[6400]}
heihoBlack_HarisenAttack_name	{[0001|1200]}{size[4100]}紙扇攻擊{size[6400]}{[0001|ffff]}
heihoPropeller_BodyAttack_name	{size[4100]}{[0001|1200]}衝撞{[0001|ffff]}{size[6400]}
heihoPropeller_SlappingAttack_name	{[0001|1200]}{size[4100]}亂拍攻擊{size[6400]}{[0001|ffff]}
heihoPropeller_TrampleAttack_name	{size[4100]}{[0001|1200]}重踏{[0001|ffff]}{size[6400]}
heihoPropeller_CarryDropAttack_name	{[0001|1200]}{size[4100]}亂扔攻擊{size[6400]}{[0001|ffff]}
mucho_BulletAttack_name	{[0001|1200]}{size[4100]}射擊{size[6400]}{[0001|ffff]}
mucho_Bullet3xAttack_name	{[0001|1200]}{size[4100]}三連射{size[6400]}{[0001|ffff]}
mucho_TowerAttack_name	{[0001|1200]}{size[4100]}疊疊樂攻擊{size[6400]}{[0001|ffff]}
mucho_PyramidAttack_name	{[0001|1200]}{size[4100]}金字塔攻擊{size[6400]}{[0001|ffff]}
mucho_GroupBulletAttack_name	{[0001|1200]}{size[4100]}列隊射擊{size[6400]}{[0001|ffff]}
mucho_LinkBulletAttack_name	{[0001|1200]}{size[4100]}全體射擊{size[6400]}{[0001|ffff]}
nokonoko_KouraAttack_name	{[0001|1200]}{size[4100]}龜殼攻擊{size[6400]}{[0001|ffff]}
nokonoko_PendulumAttack_name	{size[4100]}{[0001|1200]}龜殼撞球{[0001|ffff]}{size[6400]}
nokonoko_TowerAttack_name	{[0001|1200]}{size[4100]}疊疊樂攻擊{size[6400]}{[0001|ffff]}
nokonoko_SiegeAttack_name	{[0001|1200]}{size[4100]}全體龜殼攻擊{size[6400]}{[0001|ffff]}
patapata_KouraAttack_name	{[0001|1200]}{size[4100]}飛天龜殼攻擊{size[6400]}{[0001|ffff]}
patapata_HipDropAttack_name	{[0001|1200]}{size[4100]}飛踢{size[6400]}{[0001|ffff]}
patapata_SiegeAttack_name	{[0001|1200]}{size[4100]}全體龜殼攻擊{size[6400]}{[0001|ffff]}
patapata_CarryDropAttack_name	{[0001|1200]}{size[4100]}亂扔攻擊{size[6400]}{[0001|ffff]}
met_KouraAttack_name	{[0001|1200]}{size[4100]}龜殼攻擊{size[6400]}{[0001|ffff]}
met_PendulumAttack_name	{[0001|1200]}{size[4100]}龜殼撞球{size[6400]}{[0001|ffff]}
met_BundleAttack_name	{[0001|1200]}{size[4100]}重疊龜殼攻擊{size[6400]}{[0001|ffff]}
met_RollingAttack_name	{[0001|1200]}{size[4100]}全體龜殼攻擊{size[6400]}{[0001|ffff]}
met_TowerAttack_name	{[0001|1200]}{size[4100]}疊疊樂攻擊{size[6400]}{[0001|ffff]}
metToge_KouraAttack_name	{[0001|1200]}{size[4100]}龜殼攻擊{size[6400]}{[0001|ffff]}
metToge_SkewerAttack_name	{[0001|1200]}{size[4100]}穿刺{size[6400]}{[0001|ffff]}
metToge_SiegeAttack_name	{[0001|1200]}{size[4100]}全體龜殼攻擊{size[6400]}{[0001|ffff]}
togezo_KouraAttack_name	{[0001|1200]}{size[4100]}龜殼攻擊{size[6400]}{[0001|ffff]}
togezo_BundleAttack_name	{[0001|1200]}{size[4100]}重疊攻擊{size[6400]}{[0001|ffff]}
togezo_RollingAttack_name	{[0001|1200]}{size[4100]}迴旋攻擊{size[6400]}{[0001|ffff]}
togezo_SiegeAttack_name	{[0001|1200]}{size[4100]}全體龜殼攻擊{size[6400]}{[0001|ffff]}
basabasa_BodyAttack_name	{[0001|1200]}{size[4100]}衝撞{size[6400]}{[0001|ffff]}
basabasa_SiegeBodyAttack_name	{[0001|1200]}{size[4100]}全體衝撞{size[6400]}{[0001|ffff]}
basabasa_RushAttack_name	{[0001|1200]}{size[4100]}突進攻擊{size[6400]}{[0001|ffff]}
basabasa_DropbombAttack_name	{[0001|1200]}{size[4100]}亂扔攻擊{size[6400]}{[0001|ffff]}
chuchu_RushAttack_name	{[0001|1200]}{size[4100]}突進攻擊{size[6400]}{[0001|ffff]}
chuchu_GroupBodyAttack_name	{[0001|1200]}{size[4100]}全體突進{size[6400]}{[0001|ffff]}
chuchu_CoinAttack_name	{[0001|1200]}{size[4100]}偷竊{size[6400]}{[0001|ffff]}
chuchu_GroupCoinAttack_name	{[0001|1200]}{size[4100]}全體偷竊{size[6400]}{[0001|ffff]}
chuchu_SiegeCoinAttack_name	{[0001|1200]}{size[4100]}扒手秀{size[6400]}{[0001|ffff]}
pakkunFlower_EatAttack_name	{[0001|1200]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
pakkunFlower_FireAttack_name	{[0001|1200]}{size[4100]}火焰{size[6400]}{[0001|ffff]}
pakkunFlower_SiegeFireAttack_name	{[0001|1200]}{size[4100]}全體火焰{size[6400]}{[0001|ffff]}
pakkunFlower_ThrowAttack_name	{[0001|1200]}{size[4100]}拋投攻擊{size[6400]}{[0001|ffff]}
peePakkun_EatAttack_name	{[0001|1200]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
peePakkun_FireAttack_name	{[0001|1200]}{size[4100]}火焰{size[6400]}{[0001|ffff]}
peePakkun_SiegeEatAttack_name	{[0001|1200]}{size[4100]}全體撕咬{size[6400]}{[0001|ffff]}
peePakkun_SiegeFireAttack_name	{[0001|1200]}{size[4100]}全體火焰{size[6400]}{[0001|ffff]}
puchiPakkun_EatAttack_name	{[0001|1200]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
puchiPakkun_SiegeEatAttack_name	{[0001|1200]}{size[4100]}全體撕咬{size[6400]}{[0001|ffff]}
fufuPakkun_EatAttack_name	{[0001|1200]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
fufuPakkun_ShuringanAttack_name	{[0001|1200]}{size[4100]}拋投攻擊{size[6400]}{[0001|ffff]}
fufuPakkun_MagicAttack_name	{[0001|1200]}{size[4100]}拋投攻擊{size[6400]}{[0001|ffff]}
fufuPakkun_SiegeEatAttack_name	{[0001|1200]}{size[4100]}全體撕咬{size[6400]}{[0001|ffff]}
fufuPakkun_SiegeShuringanAttack_name	{[0001|1200]}{size[4100]}全體拋投{size[6400]}{[0001|ffff]}
fufuPakkun_ThrowAttack_name	{[0001|1200]}{size[4100]}拋投攻擊{size[6400]}{[0001|ffff]}
kanikichi_CutterAttack_name	{[0001|1200]}{size[4100]}剪刀攻擊{size[6400]}{[0001|ffff]}
kanikichi_AngryAttack_name	{[0001|1200]}{size[4100]}憤怒的剪刀攻擊{size[6400]}{[0001|ffff]}
kanikichi_CutterBundleAttack_name	{[0001|1200]}{size[4100]}重疊剪刀攻擊{size[6400]}{[0001|ffff]}
kanikichi_AngryBundleAttack_name	{[0001|1200]}{size[4100]}憤怒的重疊剪刀攻擊{size[6400]}{[0001|ffff]}
teresa_BintaAttack_name	{[0001|1200]}{size[4100]}打耳光{size[6400]}{[0001|ffff]}
teresa_SpookAttack_name	{[0001|1200]}{size[4100]}嚇唬{size[6400]}{[0001|ffff]}
teresa_SiegeSpookAttack_name	{[0001|1200]}{size[4100]}全體嚇唬打耳光{size[6400]}{[0001|ffff]}
pukupuku_BodyAttack_name	{[0001|1200]}{size[4100]}衝撞{size[6400]}{[0001|ffff]}
pukupuku_WaterAttack_name	{[0001|1200]}{size[4100]}水槍{size[6400]}{[0001|ffff]}
pukupuku_BallAttack_name	{[0001|1200]}{size[4100]}吐球攻擊{size[6400]}{[0001|ffff]}
pukupuku_TowerAttack_name	{[0001|1200]}{size[4100]}疊疊樂攻擊{size[6400]}{[0001|ffff]}
pukupuku_WaterSiegeAttack_name	{[0001|1200]}{size[4100]}全體水槍{size[6400]}{[0001|ffff]}
karon_BoneAttack_name	{[0001|1200]}{size[4100]}投擲骨頭{size[6400]}{[0001|ffff]}
karon_GroupBoneAttack_name	{[0001|1200]}{size[4100]}全體投擲骨頭{size[6400]}{[0001|ffff]}
hakkun_BodyAttack_name	{size[4100]}{[0001|1200]}重踏{[0001|ffff]}{size[6400]}
hakkun_BodyTowerAttack_name	{[0001|1200]}{size[4100]}疊疊樂攻擊{size[6400]}{[0001|ffff]}
hakkun_BodyTowerCloningAttack_name	{[0001|1200]}{size[4100]}分身疊疊樂攻擊{size[6400]}{[0001|ffff]}
hakkun_ShurikenAttack_name	{[0001|1200]}{size[4100]}手裏劍{size[6400]}{[0001|ffff]}
hakkun_ShurikenSiegeAttack_name	{[0001|1200]}{size[4100]}全體手裏劍{size[6400]}{[0001|ffff]}
hakkun_ShurikenSiegeCloningAttack_name	{[0001|1200]}{size[4100]}分身手裏劍{size[6400]}{[0001|ffff]}
hakkun_KawarimiAttack_name	{[0001|1200]}{size[4100]}替身之術{size[6400]}{[0001|ffff]}
hakkun_PowerbombAttack_name	{[0001|1200]}{size[4100]}摺紙墜落{size[6400]}{[0001|ffff]}
gabon_ShuringanAttack_name	{[0001|1200]}{size[4100]}投擲殊力鋼{size[6400]}{[0001|ffff]}
gabon_HipdropAttack_name	{[0001|1200]}{size[4100]}重壓{size[6400]}{[0001|ffff]}
gabon_SiegeAttack_name	{[0001|1200]}{size[4100]}全體投擲{size[6400]}{[0001|ffff]}
gabon_TowerAttack_name	{[0001|1200]}{size[4100]}超級重壓{size[6400]}{[0001|ffff]}
gabon_ThrowAttack_name	{[0001|1200]}{size[4100]}投擲摺紙{size[6400]}{[0001|ffff]}
iceGabon_IceAttack_name	{[0001|1200]}{size[4100]}投擲冰塊{size[6400]}{[0001|ffff]}
iceGabon_HipdropAttack_name	{[0001|1200]}{size[4100]}重壓{size[6400]}{[0001|ffff]}
iceGabon_SiegeAttack_name	{[0001|1200]}{size[4100]}全體投擲{size[6400]}{[0001|ffff]}
iceGabon_TowerAttack_name	{[0001|1200]}{size[4100]}超級重壓{size[6400]}{[0001|ffff]}
iceGabon_ThrowAttack_name	{[0001|1200]}{size[4100]}投擲摺紙{size[6400]}{[0001|ffff]}
rockGabon_RockAttack_name	{[0001|1200]}{size[4100]}投擲岩石{size[6400]}{[0001|ffff]}
rockGabon_HipdropAttack_name	{[0001|1200]}{size[4100]}重壓{size[6400]}{[0001|ffff]}
rockGabon_SiegeAttack_name	{[0001|1200]}{size[4100]}全體投擲{size[6400]}{[0001|ffff]}
rockGabon_TowerAttack_name	{[0001|1200]}{size[4100]}超級重壓{size[6400]}{[0001|ffff]}
rockGabon_ThrowAttack_name	{[0001|1200]}{size[4100]}投擲摺紙{size[6400]}{[0001|ffff]}
gesso_BodyAttack_name	{[0001|1200]}{size[4100]}衝撞{size[6400]}{[0001|ffff]}
gesso_SumiAttack_name	{[0001|1200]}{size[4100]}墨汁攻擊{size[6400]}{[0001|ffff]}
gesso_SiegeAttack_name	{[0001|1200]}{size[4100]}全體攻擊{size[6400]}{[0001|ffff]}
gesso_BombingAttack_name	{[0001|1200]}{size[4100]}亂扔攻擊{size[6400]}{[0001|ffff]}
sanbo_PressAttack_name	{[0001|1200]}{size[4100]}倒地攻擊{size[6400]}{[0001|ffff]}
sanbo_BodyAttack_name	{[0001|1200]}{size[4100]}頭鎚{size[6400]}{[0001|ffff]}
sanbo_SiegeAttack_name	{[0001|1200]}{size[4100]}全體倒地攻擊{size[6400]}{[0001|ffff]}
sanbo_ThrowAttack_name	{[0001|1200]}{size[4100]}撞飛同伴{size[6400]}{[0001|ffff]}
poo_SpannerAttack_name	{[0001|1200]}{size[4100]}投擲六角扳手{size[6400]}{[0001|ffff]}
poo_WrenchAttack_name	{[0001|1200]}{size[4100]}投擲活動扳手{size[6400]}{[0001|ffff]}
poo_SiegeAttack_name	{[0001|1200]}{size[4100]}多角傳球{size[6400]}{[0001|ffff]}
bull_BodyAttack_name	{[0001|1200]}{size[4100]}擒抱{size[6400]}{[0001|ffff]}
bull_BallAttack_name	{[0001|1200]}{size[4100]}傳球{size[6400]}{[0001|ffff]}
bull_Touchdown_Ex_name	{[0001|1200]}{size[4100]}觸地得分{size[6400]}{[0001|ffff]}
brossFire_FireAttack_name	{[0001|1200]}{size[4100]}投擲火焰{size[6400]}{[0001|ffff]}
brossFire_ThrowAttack_name	{[0001|1200]}{size[4100]}投擲摺紙{size[6400]}{[0001|ffff]}
brossFire_FireThrowAttack_name	{[0001|1200]}{size[4100]}投擲火焰摺紙{size[6400]}{[0001|ffff]}
brossIce_IceAttack_name	{[0001|1200]}{size[4100]}投擲冰塊{size[6400]}{[0001|ffff]}
brossIce_ThrowAttack_name	{[0001|1200]}{size[4100]}投擲摺紙{size[6400]}{[0001|ffff]}
brossIce_IceThrowAttack_name	{[0001|1200]}{size[4100]}投擲冰塊摺紙{size[6400]}{[0001|ffff]}
brossBoomerang_BoomerangAttack_name	{[0001|1200]}{size[4100]}迴旋鏢{size[6400]}{[0001|ffff]}
brossBoomerang_ThrowUnitAttack_name	{[0001|1200]}{size[4100]}投擲摺紙{size[6400]}{[0001|ffff]}
brossBoomerang_BoomerangUnitAttack_name	{[0001|1200]}{size[4100]}摺紙迴旋鏢{size[6400]}{[0001|ffff]}
brossHammer_HammerAttack_name	{[0001|1200]}{size[4100]}投擲鎚子{size[6400]}{[0001|ffff]}
brossHammer_ThrowAttack_name	{[0001|1200]}{size[4100]}投擲摺紙{size[6400]}{[0001|ffff]}
brossHammer_ThrowFastAttack_name	{[0001|1200]}{size[4100]}摺紙直球{size[6400]}{[0001|ffff]}
brossMega_HammerThrow_name	{[0001|1200]}{size[4100]}投擲鎚子{size[6400]}{[0001|ffff]}
brossMega_HammerHit_name	{[0001|1200]}{size[4100]}毆打{size[6400]}{[0001|ffff]}
brossMega_ThrowAttack_name	{[0001|1200]}{size[4100]}投擲摺紙{size[6400]}{[0001|ffff]}
brossMega_ThrowFastAttack_name	{[0001|1200]}{size[4100]}摺紙直球{size[6400]}{[0001|ffff]}
koopaMeka_FireAttack_name	{[0001|1200]}{size[4100]}噴火{size[6400]}{[0001|ffff]}
hacchin_BodyAttack_name	{[0001|1200]}{size[4100]}衝撞{size[6400]}{[0001|ffff]}
hacchin_NeedleAttack_name	{[0001|1200]}{size[4100]}啄擊{size[6400]}{[0001|ffff]}
hacchin_SiegeAttack_name	{[0001|1200]}{size[4100]}全體衝撞{size[6400]}{[0001|ffff]}
kurosuke_BodyAttack_name	{[0001|1200]}{size[4100]}突擊{size[6400]}{[0001|ffff]}
kurosuke_CarryDropAttack_name	{[0001|1200]}{size[4100]}亂扔攻擊{size[6400]}{[0001|ffff]}
gasagoso_BiteAttack_name	{[0001|1200]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
gasagoso_BallAttack_name	{[0001|1200]}{size[4100]}吐絲攻擊{size[6400]}{[0001|ffff]}
gasagoso_StampAttack_name	{[0001|1200]}{size[4100]}疊疊樂攻擊{size[6400]}{[0001|ffff]}
kk_ThunderAttack_name	{[0001|1200]}{size[4100]}落雷{size[6400]}{[0001|ffff]}
kk_FormationAttack_name	{[0001|1200]}{size[4100]}全體落雷{size[6400]}{[0001|ffff]}
soldier_KickAttack_name	{[0001|1200]}{size[4100]}踢擊{size[6400]}{[0001|ffff]}
soldier_GroupKickAttack_name	{[0001|1200]}{size[4100]}全體踢擊{size[6400]}{[0001|ffff]}
soldier_PunchAttack_name	{[0001|1200]}{size[4100]}拳擊{size[6400]}{[0001|ffff]}
soldier_GroupPunchAttack_name	{[0001|1200]}{size[4100]}全體拳擊{size[6400]}{[0001|ffff]}
soldier_SiegeAttack_name	{size[4100]}{[0001|1200]}猜花拳{[0001|ffff]}{size[6400]}
soldierBig_KickAttack_name	{[0001|1200]}{size[4100]}踢擊{size[6400]}{[0001|ffff]}
soldierBig_GroupKickAttack_name	{[0001|1200]}{size[4100]}全體踢擊{size[6400]}{[0001|ffff]}
soldierBig_PunchAttack_name	{[0001|1200]}{size[4100]}拳擊{size[6400]}{[0001|ffff]}
soldierBig_GroupPunchAttack_name	{[0001|1200]}{size[4100]}全體拳擊{size[6400]}{[0001|ffff]}
soldierBig_SiegeAttack_name	{size[4100]}{[0001|1200]}猜花拳{[0001|ffff]}{size[6400]}
BtlAccessory_Guard01	{size[4100]}{[0001|1200]}防禦＋{[0001|ffff]}{size[6400]}
BtlAccessory_Guard02	{size[4100]}{[0001|1200]}銀色防禦＋{[0001|ffff]}{size[6400]}
BtlAccessory_Guard03	{size[4100]}{[0001|1200]}金色防禦＋{[0001|ffff]}{size[6400]}
BtlPartyAttack_BOM	{size[4100]}{[0001|1200]}衝撞{[0001|ffff]}{size[6400]}
BtlPartyAttack_GBN	{[0001|1200]}{size[4100]}投擲殊力鋼{size[6400]}{[0001|ffff]}
BtlPartyAttack_KURB	{[0001|1200]}{size[4100]}頭鎚{size[6400]}{[0001|ffff]}
BtlPartyAttack_KNPP	{[0001|1200]}{size[4100]}鐵鍬挖掘{size[6400]}{[0001|ffff]}
