album.msbt
armor.msbt
Fighter00	見習鎧甲
Scientist08	N\nPP\nthe/some\nthe/some
Scientist09	N\nPP\nthe/some\nthe/some
Scientist10	N\nPP\nthe/some\nthe/some
Scientist11	N\nPP\nthe/some\nthe/some
Scientist12	N\nPP\nthe/some\nthe/some
Scientist13	N\nPP\nthe/some\nthe/some
Scientist14	N\nPP\nthe/some\nthe/some
Scientist15	N\nPP\nthe/some\nthe/some
Scientist16	N\nPP\nthe/some\nthe/some
Scientist17	N\nPP\nthe/some\nthe/some
Scientist18	N\nPP\nthe/some\nthe/some
Scientist19	N\nPP\nthe/some\nthe/some
Scientist20	N\nPP\nthe/some\nthe/some
Scientist21	N\nPP\nthe/some\nthe/some
Scientist22	N\nPP\nthe/some\nthe/some
Scientist23	N\nPP\nthe/some\nthe/some
Scientist24	N\nPP\nthe/some\nthe/some
Scientist25	N\nPP\nthe/some\nthe/some
Scientist26	N\nPP\nthe/some\nthe/some
Scientist27	N\nPP\nthe/some\nthe/some
Scientist28	N\nPP\nthe/some\nthe/some
Scientist29	N\nPP\nthe/some\nthe/some
Cat00	N\nSP\nthe/a\nthe/some
Cat01	N\nSP\nthe/a\nthe/some
Cat02	N\nSP\nthe/a\nthe/some
Cat03	N\nSP\nthe/a\nthe/some
Cat04	N\nSP\nthe/a\nthe/some
Cat05	N\nSP\nthe/a\nthe/some
Cat06	N\nSP\nthe/a\nthe/some
Cat07	N\nSP\nthe/a\nthe/some
Cat08	N\nSP\nthe/a\nthe/some
Cat09	N\nSP\nthe/an\nthe/some
Cat10	N\nSP\nthe/a\nthe/some
Cat11	N\nSP\nthe/a\nthe/some
Cat12	N\nSP\nthe/a\nthe/some
Cat13	N\nSP\nthe/a\nthe/some
Cat14	N\nSP\nthe/a\nthe/some
Cat15	N\nSP\nthe/a\nthe/some
Cat16	N\nSP\nthe/a\nthe/some
Cat17	N\nSP\nthe/a\nthe/some
Cat18	N\nSP\nthe/a\nthe/some
Cat19	N\nSP\nthe/a\nthe/some
Cat20	N\nSP\nthe/a\nthe/some
Cat21	N\nSP\nthe/an\nthe/some
Cat22	N\nSP\nthe/a\nthe/some
Cat23	N\nSP\nthe/a\nthe/some
Cat24	N\nSP\nthe/a\nthe/some
Cat25	N\nSP\nthe/a\nthe/some
Cat26	N\nSP\nthe/a\nthe/some
Cat27	N\nSP\nthe/a\nthe/some
Cat28	N\nSP\nthe/a\nthe/some
Cat29	N\nSP\nthe/a\nthe/some
Elf00	N\nSP\nthe/a\nthe/some
Elf01	N\nSP\nthe/a\nthe/some
Elf02	N\nSP\nthe/an\nthe/some
Elf03	N\nSP\nthe/a\nthe/some
Elf04	N\nSP\nthe/a\nthe/some
Elf05	N\nSP\nthe/a\nthe/some
Elf06	N\nSP\nthe/a\nthe/some
Elf07	N\nSP\nthe/a\nthe/some
Elf08	N\nSP\nthe/a\nthe/some
Elf09	N\nSP\nthe/a\nthe/some
Elf10	N\nSP\nthe/a\nthe/some
Elf11	N\nSP\nthe/a\nthe/some
Elf12	N\nSP\nthe/a\nthe/some
Elf13	N\nSP\nthe/a\nthe/some
Elf14	N\nSP\nthe/a\nthe/some
Elf15	N\nSP\nthe/a\nthe/some
Elf16	N\nSP\nthe/a\nthe/some
Elf17	N\nSP\nthe/a\nthe/some
Elf18	N\nSP\nthe/a\nthe/some
Elf19	N\nSP\nthe/a\nthe/some
Elf20	N\nSP\nthe/a\nthe/some
Elf21	N\nSP\nthe/a\nthe/some
Elf22	N\nSP\nthe/a\nthe/some
Elf23	N\nSP\nthe/a\nthe/some
Elf24	N\nSP\nthe/a\nthe/some
Elf25	N\nSP\nthe/a\nthe/some
Elf26	N\nSP\nthe/a\nthe/some
Elf27	N\nSP\nthe/a\nthe/some
Elf28	N\nSP\nthe/a\nthe/some
Elf29	N\nSP\nthe/a\nthe/some
Amiibo00	N\nPP\nthe/some\nthe/some
Amiibo01	N\nPP\nthe/some\nthe/some
Amiibo02	N\nPP\nthe/some\nthe/some
Amiibo03	N\nPP\nthe/some\nthe/some
Amiibo04	N\nPP\nthe/some\nthe/some
Amiibo05	N\nPP\nthe/some\nthe/some
Amiibo06	N\nPP\nthe/some\nthe/some
Amiibo07	N\nPP\nthe/some\nthe/some
Amiibo08	N\nPP\nthe/some\nthe/some
Amiibo09	N\nPP\nthe/some\nthe/some
Amiibo10	N\nPP\nthe/some\nthe/some
Amiibo11	N\nPP\nthe/some\nthe/some
Amiibo12	N\nPP\nthe/some\nthe/some
Amiibo13	N\nPP\nthe/some\nthe/some
Amiibo14	N\nPP\nthe/some\nthe/some
Amiibo15	N\nPP\nthe/some\nthe/some
Amiibo16	N\nPP\nthe/some\nthe/some
Amiibo17	N\nPP\nthe/some\nthe/some
Amiibo18	N\nPP\nthe/some\nthe/some
Amiibo19	N\nPP\nthe/some\nthe/some
Amiibo20	N\nPP\nthe/some\nthe/some
Amiibo21	N\nPP\nthe/some\nthe/some
Amiibo22	N\nPP\nthe/some\nthe/some
Amiibo23	N\nPP\nthe/some\nthe/some
Amiibo24	N\nPP\nthe/some\nthe/some
Amiibo25	N\nPP\nthe/some\nthe/some
armor_P.msbt
Fighter00	見習鎧甲
Fighter01	皮鎧甲
Fighter02	青銅鎧甲
Fighter03	鐵鎧甲
Fighter04	銀鎧甲
Fighter05	魔法鎧甲
Fighter06	鋼鐵鎧甲
Fighter07	古代鎧甲
Fighter08	龍鎧甲
Fighter09	黃金鎧甲
Fighter10	神聖鎧甲
Fighter11	英雄鎧甲
Fighter12	傳說鎧甲
Fighter13	超級鎧甲
Fighter14	肌肉鎧甲
Fighter15	愛心鎧甲
Fighter16	蜜蜂鎧甲
Fighter17	圓點鎧甲
Fighter18	破舊鎧甲
Fighter19	毛線鎧甲
Fighter20	探險家鎧甲
Fighter21	貝殼鎧甲
Fighter22	霓虹鎧甲
Fighter23	奇幻鎧甲
Fighter24	武士鎧甲
Fighter25	怪獸鎧甲
Fighter26	銅鎧甲
Fighter27	維京人鎧甲
Fighter28	大烏鴉鎧甲
Fighter29	迷彩鎧甲
Fighter30	太空鎧甲
Wizard00	見習長袍
Wizard01	麻長袍
Wizard02	皮長袍
Wizard03	絲長袍
Wizard04	魔法長袍
Wizard05	精靈長袍
Wizard06	閃亮長袍
Wizard07	黑魔法長袍
Wizard08	大魔法長袍
Wizard09	岩漿長袍
Wizard10	魔法文字長袍
Wizard11	英雄長袍
Wizard12	傳說長袍
Wizard13	超級長袍
Wizard14	肌肉長袍
Wizard15	愛心長袍
Wizard16	羽絨外套長袍
Wizard17	圓點長袍
Wizard18	破舊長袍
Wizard19	毛線長袍
Wizard20	開朗長袍
Wizard21	西裝長袍
Wizard22	拉鍊長袍
Wizard23	交叉愛心長袍
Wizard24	小丑長袍
Wizard25	和服長袍
Wizard26	名人長袍
Wizard27	鍍錫長袍
Wizard28	蛇紋長袍
Wizard29	舞者長袍
Priest00	見習法衣
Priest01	麻法衣
Priest02	皮法衣
Priest03	絲法衣
Priest04	光輝法衣
Priest05	聖者法衣
Priest06	神秘法衣
Priest07	謎樣法衣
Priest08	悟禪法衣
Priest09	神聖法衣
Priest10	審判法衣
Priest11	英雄法衣
Priest12	傳說法衣
Priest13	超級法衣
Priest14	肌肉法衣
Priest15	愛心法衣
Priest16	企鵝法衣
Priest17	圓點法衣
Priest18	破舊法衣
Priest19	毛線法衣
Priest20	平安法衣
Priest21	花邊蕾絲法衣
Priest22	祈禱法衣
Priest23	俄羅斯套娃法衣
Priest24	麵包法衣
Priest25	鐘法衣
Priest26	麥稈法衣
Priest27	玻璃法衣
Priest28	鬼法衣
Priest29	鍍錫法衣
Thief00	見習裝束
Thief01	皮裝束
Thief02	人造毛皮裝束
Thief03	絲裝束
Thief04	石頭裝束
Thief05	游泳裝束
Thief06	海風裝束
Thief07	閃電裝束
Thief08	忍者裝束
Thief09	鋼鐵裝束
Thief10	龐克裝束
Thief11	英雄裝束
Thief12	傳說裝束
Thief13	超級裝束
Thief14	肌肉裝束
Thief15	愛心裝束
Thief16	骷髏裝束
Thief17	圓點裝束
Thief18	破舊裝束
Thief19	毛線裝束
Thief20	怪獸裝束
Thief21	嘻哈裝束
Thief22	阿拉伯裝束
Thief23	小雞裝束
Thief24	高科技裝束
Thief25	冰淇淋裝束
Thief26	王室裝束
Thief27	古代裝束
Thief28	蘑菇裝束
Thief29	戶外裝束
IdolM00	見習裝扮
IdolM01	英雄裝扮
IdolM02	傳說裝扮
IdolM03	超級裝扮
IdolM04	肌肉裝扮
IdolM05	愛心裝扮
IdolM06	閃耀裝扮
IdolM07	圓點裝扮
IdolM08	破舊裝扮
IdolM09	毛線裝扮
IdolM10	王子裝扮
IdolM11	休閒裝扮
IdolM12	野外裝扮
IdolM13	晚禮服裝扮
IdolM14	彩色裝扮
IdolM15	半正式裝扮
IdolF00	見習搭配
IdolF01	英雄搭配
IdolF02	傳說搭配
IdolF03	超級搭配
IdolF04	肌肉搭配
IdolF05	愛心搭配
IdolF06	草莓搭配
IdolF07	圓點搭配
IdolF08	破舊搭配
IdolF09	毛線搭配
IdolF10	學校搭配
IdolF11	歌德龐克搭配
IdolF12	仙子搭配
IdolF13	浴衣搭配
IdolF14	嘉頓格搭配
IdolF15	曙光搭配
Vampire00	見習套裝
Vampire01	玫瑰套裝
Vampire02	白色套裝
Vampire03	皮套裝
Vampire04	黑夜套裝
Vampire05	花邊套裝
Vampire06	天鵝絨套裝
Vampire07	銀套裝
Vampire08	金套裝
Vampire09	魔界套裝
Vampire10	白金套裝
Vampire11	英雄套裝
Vampire12	傳說套裝
Vampire13	超級套裝
Vampire14	肌肉套裝
Vampire15	愛心套裝
Vampire16	可愛套裝
Vampire17	圓點套裝
Vampire18	破舊套裝
Vampire19	毛線套裝
Vampire20	甜點套裝
Vampire21	派對套裝
Vampire22	明治套裝
Vampire23	矮妖精套裝
Vampire24	水族箱套裝
Vampire25	魔術師套裝
Vampire26	鍍錫套裝
Vampire27	格子套裝
Vampire28	時髦套裝
Vampire29	孩童套裝
Cook00	見習圍裙
Cook01	中式圍裙
Cook02	花邊圍裙
Cook03	厚圍裙
Cook04	三星圍裙
Cook05	黑暗圍裙
Cook06	夢遊仙境圍裙
Cook07	萬聖節圍裙
Cook08	大火圍裙
Cook09	水手圍裙
Cook10	巧克力圍裙
Cook11	英雄圍裙
Cook12	傳說圍裙
Cook13	超級圍裙
Cook14	肌肉圍裙
Cook15	愛心圍裙
Cook16	葡萄圍裙
Cook17	圓點圍裙
Cook18	破舊圍裙
Cook19	毛線圍裙
Cook20	機械圍裙
Cook21	奇幻圍裙
Cook22	主廚圍裙
Cook23	甜點圍裙
Cook24	紙圍裙
Cook25	達人圍裙
Cook26	格子圍裙
Cook27	銅像圍裙
Cook28	木圍裙
Cook29	壽司師傅圍裙
Tank00	見習裝甲
Tank01	迷彩裝甲
Tank02	木裝甲
Tank03	章魚裝甲
Tank04	古老裝甲
Tank05	玩具裝甲
Tank06	紙箱裝甲
Tank07	冰裝甲
Tank08	拼布裝甲
Tank09	霓虹裝甲
Tank10	磚塊裝甲
Tank11	英雄裝甲
Tank12	傳說裝甲
Tank13	超級裝甲
Tank14	肌肉裝甲
Tank15	愛心裝甲
Tank16	西瓜裝甲
Tank17	圓點裝甲
Tank18	破舊裝甲
Tank19	毛線裝甲
Tank20	亮漆裝甲
Tank21	奇幻裝甲
Tank22	迷彩裝甲II
Tank23	閃亮亮裝甲
Tank24	撞球裝甲
Tank25	老虎裝甲
Tank26	塗鴉裝甲
Tank27	鈦裝甲
Tank28	蒸氣龐克裝甲
Tank29	神殿裝甲
Devil00	見習翅膀
Devil01	山羊翅膀
Devil02	蝙蝠翅膀
Devil03	制服翅膀
Devil04	木乃伊翅膀
Devil05	銀翅膀
Devil06	搖滾翅膀
Devil07	蒸氣龐克翅膀
Devil08	怪鳥翅膀
Devil09	龍翅膀
Devil10	小丑翅膀
Devil11	英雄翅膀
Devil12	傳說翅膀
Devil13	超級翅膀
Devil14	肌肉翅膀
Devil15	愛心翅膀
Devil16	石像翅膀
Devil17	圓點翅膀
Devil18	破舊翅膀
Devil19	毛線翅膀
Devil20	天使翅膀
Devil21	亮皮翅膀
Devil22	魅惑翅膀
Devil23	雷神翅膀
Devil24	霓虹翅膀
Devil25	埃及翅膀
Devil26	仙子翅膀
Devil27	妖怪翅膀
Devil28	機械翅膀
Devil29	烏賊翅膀
Royalty00	見習洋裝
Royalty01	花洋裝
Royalty02	庶民洋裝
Royalty03	刺繡洋裝
Royalty04	結晶洋裝
Royalty05	中式洋裝
Royalty06	絲洋裝
Royalty07	神話洋裝
Royalty08	夜空洋裝
Royalty09	魔女洋裝
Royalty10	女武神洋裝
Royalty11	英雄洋裝
Royalty12	傳說洋裝
Royalty13	超級洋裝
Royalty14	肌肉洋裝
Royalty15	愛心洋裝
Royalty16	女王蜂洋裝
Royalty17	圓點洋裝
Royalty18	破舊洋裝
Royalty19	毛線洋裝
Royalty20	哥德洋裝
Royalty21	婚禮洋裝
Royalty22	龐克洋裝
Royalty23	護士洋裝
Royalty24	近未來洋裝
Royalty25	水手洋裝
Royalty26	彩色洋裝
Royalty27	甜點洋裝
Royalty28	迪斯可洋裝
Royalty29	十二單和服
Flower00	見習花
Flower01	櫻花
Flower02	蒲公英花
Flower03	紫花地丁花
Flower04	向日葵花
Flower05	玫瑰花
Flower06	食蟲植物
Flower07	蓮花
Flower08	四葉幸運草
Flower09	仙人掌花
Flower10	捧花
Flower11	英雄花
Flower12	傳說花
Flower13	超級花
Flower14	肌肉花
Flower15	愛心花
Flower16	大王花
Flower17	圓點花
Flower18	破舊花
Flower19	毛線花
Flower20	孔雀花
Flower21	乾燥花
Flower22	彩色玻璃花
Flower23	結晶花
Flower24	海葵花
Flower25	塗鴉花
Flower26	曼陀羅花
Flower27	女神花
Flower28	鬼蘑菇花
Flower29	機械花
Scientist00	見習護目鏡
Scientist01	實驗護目鏡
Scientist02	鏡面護目鏡
Scientist03	高科技護目鏡
Scientist04	眼球護目鏡
Scientist05	手錶護目鏡
Scientist06	奇幻護目鏡
Scientist07	蒸氣龐克護目鏡
Scientist08	玫瑰護目鏡
Scientist09	科技護目鏡
Scientist10	海盜護目鏡
Scientist11	英雄護目鏡
Scientist12	傳說護目鏡
Scientist13	超級護目鏡
Scientist14	肌肉護目鏡
Scientist15	愛心護目鏡
Scientist16	爆炸護目鏡
Scientist17	圓點護目鏡
Scientist18	破舊護目鏡
Scientist19	毛線護目鏡
Scientist20	金屬護目鏡
Scientist21	度假護目鏡
Scientist22	化裝舞會護目鏡
Scientist23	星星護目鏡
Scientist24	異色護目鏡
Scientist25	復古護目鏡
Scientist26	史萊姆護目鏡
Scientist27	塑膠護目鏡
Scientist28	華麗護目鏡
Scientist29	瓶底護目鏡
Cat00	見習貓
Cat01	美國短毛貓
Cat02	孟加拉貓
Cat03	三色貓
Cat04	暹羅貓
Cat05	斯芬克斯貓
Cat06	長毛貓
Cat07	花斑貓
Cat08	緊身貓
Cat09	王室貓
Cat10	長靴貓
Cat11	英雄貓
Cat12	傳說貓
Cat13	超級貓
Cat14	肌肉貓
Cat15	愛心貓
Cat16	休閒貓
Cat17	圓點貓
Cat18	破舊貓
Cat19	毛線貓
Cat20	機器人貓
Cat21	奇幻貓
Cat22	紳士貓
Cat23	站長貓
Cat24	和服外套貓
Cat25	甚兵衛貓
Cat26	女僕貓
Cat27	狼貓
Cat28	恐龍貓
Cat29	亮皮貓
Elf00	見習斗篷
Elf01	皮斗篷
Elf02	鐵斗篷
Elf03	銀斗篷
Elf04	疾風斗篷
Elf05	智慧斗篷
Elf06	精靈斗篷
Elf07	黑暗斗篷
Elf08	神聖斗篷
Elf09	龍斗篷
Elf10	人造毛皮斗篷
Elf11	英雄斗篷
Elf12	傳說斗篷
Elf13	超級斗篷
Elf14	肌肉斗篷
Elf15	愛心斗篷
Elf16	結晶斗篷
Elf17	圓點斗篷
Elf18	破舊斗篷
Elf19	毛線斗篷
Elf20	仙子斗篷
Elf21	蜜蜂斗篷
Elf22	花冠斗篷
Elf23	金屬斗篷
Elf24	彩色斗篷
Elf25	弓道斗篷
Elf26	芭蕾舞斗篷
Elf27	機器人斗篷
Elf28	披風斗篷
Elf29	樵夫斗篷
Amiibo00	瑪利歐服
Amiibo01	路易吉服
Amiibo02	羅潔塔服
Amiibo03	耀西服
Amiibo04	碧姬公主服
Amiibo05	黛西公主服
Amiibo06	K.K.服
Amiibo07	庫巴服
Amiibo08	森喜剛服
Amiibo09	西施惠服
Amiibo10	林克服
Amiibo11	薩爾達服
Amiibo12	加儂多夫服
Amiibo13	奇諾比奧服
Amiibo14	卡比服
Amiibo15	奈斯服
Amiibo16	Inkling Boy服
Amiibo17	Inkling Girl服
Amiibo18	Callie服
Amiibo19	Marie服
Amiibo20	Squid服
Amiibo21	狸克服
Amiibo22	電源叔叔服
Amiibo23	希克服
Amiibo24	薩姆斯服
Amiibo25	零裝甲薩姆斯服
battle.msbt
ReadyNormalMsg_K	大家沒事吧？{[0004]}要小心。{[0004]}不要大意。
ReadyNormalMsg_V	大家加油！！{[0004]}還差一點！！{[0004]}敵人也變\n虛弱了！！
ReadyNormalMsg_M	慢慢來吧。{[0004]}好累啊。{[0004]}好像努力過頭了。
ReadyNormalMsg_C	……還差一點。{[0004]}……沒問題的。{[0004]}……要集中精神。
ReadyNormalMsg_W	慌張失措……{[0004]}好難啊……{[0004]}好想逃走……
ReadyNormalMsg_G	要贏！{[0004]}我的表現\n很不錯吧？{[0004]}開始想睡了
ReadyNormalMsg_R	我不會逃避！{[0004]}不會輸的！{[0004]}打起精神\n上吧！
ReadyAloneMsg_K	為了大家，\n我要贏！
ReadyAloneMsg_V	就算只有一個人\n也要努力！！
ReadyAloneMsg_M	嗯，一定\n有辦法的。
ReadyAloneMsg_C	自己一個啊……
ReadyAloneMsg_W	哇，怎麼辦……
ReadyAloneMsg_G	大家到哪裡\n去了？
ReadyAloneMsg_R	我要戰鬥\n到最後一刻！
ReadyPinchMsg_K	我沒事，\n別擔心我！
ReadyPinchMsg_V	我還能\n戰鬥！！
ReadyPinchMsg_M	快撐不住了……
ReadyPinchMsg_C	糟了……
ReadyPinchMsg_W	有危險……
ReadyPinchMsg_G	肚子好痛……
ReadyPinchMsg_R	還能繼續！
ReadyEasyMsg_K	到最後一刻\n都不能大意。
ReadyEasyMsg_V	可以贏的！！
ReadyEasyMsg_M	差不多\n要結束了吧。
ReadyEasyMsg_C	……沒問題的。
ReadyEasyMsg_W	好緊張啊……
ReadyEasyMsg_G	好像可以贏？
ReadyEasyMsg_R	致命一擊！
ReadyDeathMsg_K	{[0300|01cd]}……\n請安息吧。
ReadyDeathMsg_V	我要為{[0300|01cd]}\n報仇！！
ReadyDeathMsg_M	{[0300|01cd]}……\n你太亂來了。
ReadyDeathMsg_C	{[0300|01cd]}……
ReadyDeathMsg_W	{[0300|01cd]}被……
ReadyDeathMsg_G	{[0300|01cd]}\n好可憐……
ReadyDeathMsg_R	{[0300|01cd]}，\n剩下的交給我吧！
ReadyEatenMsg_K	我馬上來救你，\n{[0300|01cd]}！
ReadyEatenMsg_V	{[0300|01cd]}，\n等我！！
ReadyEatenMsg_M	{[0300|01cd]}\n真倒楣。
ReadyEatenMsg_C	{[0300|01cd]}……\n還活著嗎？
ReadyEatenMsg_W	{[0300|01cd]}\n會溶掉的……
ReadyEatenMsg_G	{[0300|01cd]}\n好吃嗎？
ReadyEatenMsg_R	我要救出\n{[0300|01cd]}！
ReadySoloNormalMsg_K	還要繼續\n戰鬥嗎？{[0004]}我不想戰鬥。{[0004]}我不會大意的。
ReadySoloNormalMsg_V	我要加油！！{[0004]}渾身充滿了\n力量！！{[0004]}敵人好像\n也很虛弱！！
ReadySoloNormalMsg_M	放輕鬆，\n慢慢來吧。{[0004]}真麻煩啊。{[0004]}隨便做做\n就好啦。
ReadySoloNormalMsg_C	好了……{[0004]}唔……{[0004]}還要繼續嗎……
ReadySoloNormalMsg_W	好緊張……{[0004]}有點難啊……{[0004]}我受不了了……
ReadySoloNormalMsg_G	要上囉～{[0004]}肚子餓了。{[0004]}好像有點\n想睡。
ReadySoloNormalMsg_R	看我的！{[0004]}唔！{[0004]}我要上囉！
ReadySoloPinchMsg_K	我不會輸的。
ReadySoloPinchMsg_V	還能繼續\n戰鬥！！
ReadySoloPinchMsg_M	快撐不住了。
ReadySoloPinchMsg_C	糟了……
ReadySoloPinchMsg_W	有危險……
ReadySoloPinchMsg_G	肚子好痛……
ReadySoloPinchMsg_R	還沒完呢！
ReadySoloEasyMsg_K	到最後一刻\n都不會大意。
ReadySoloEasyMsg_V	可以的！！
ReadySoloEasyMsg_M	好，來做個\n了斷吧。
ReadySoloEasyMsg_C	……似乎能贏。
ReadySoloEasyMsg_W	好緊張啊……
ReadySoloEasyMsg_G	咦？\n難道贏了？
ReadySoloEasyMsg_R	做個了斷吧！
ToDeathMsg_K	大家，對不起……
ToDeathMsg_V	我不行了……
ToDeathMsg_M	啊……
ToDeathMsg_C	完蛋了……
ToDeathMsg_W	果然……
ToDeathMsg_G	哎呀……
ToDeathMsg_R	可惜……
ItemHPMsg	{[1201]}嚼嚼。
ItemMPMsg	{[1201]}舔舔。
ItemHPCpt	大口吃著{[0500|0000]}！
ItemMPCpt	吃著{[0500|0000]}！
NoItemMsg_K	已經沒有\n{[0500|0000]}了……
NoItemMsg_V	沒有\n{[0500|0000]}了！！
NoItemMsg_M	沒有\n{[0500|0000]}啊。
NoItemMsg_C	{[0500|0000]}……\n原來沒了。
NoItemMsg_W	啊，沒有\n{[0500|0000]}了……
NoItemMsg_G	{[0500|0000]}\n到哪裡去了？
NoItemMsg_R	{[0500|0000]}\n不見了！
GiveItemMsg_K	用這個吧。
GiveItemMsg_V	給你！！
GiveItemMsg_M	真拿你沒辦法。
GiveItemMsg_C	……這個給你。
GiveItemMsg_W	還好\n有留著……
GiveItemMsg_G	給你，\n有多的。
GiveItemMsg_R	給你吧。
TakeItemMsg	謝謝。
DamageWakeupCpt	被嚇醒了！
DefeatEnemyMsg_K	好！
DefeatEnemyMsg_V	成功了！！
DefeatEnemyMsg_M	真輕鬆。
DefeatEnemyMsg_C	……呼。
DefeatEnemyMsg_W	太好了……
DefeatEnemyMsg_G	耶！
DefeatEnemyMsg_R	怎麼樣！
DefeatEnemyCustomMsg	{[0305|00cd]}
DefeatEnemyRevengeMsg	我為你報仇了，\n{[0300|02cd]}……
DefeatEnemyRevengeMsg_F	我為你報仇了，\n{[0300|02cd]}……
DefeatEnemyCriticalMsg	好！
DefeatEnemyVitalSlipMsg	萬歲！
DefeatEnemySkillAttackMsg	有效果！
DefeatEnemySkillMagicMsg	怎麼樣！
DefeatEnemyCrankyMsg	哼。
SafeAreaCureCpt	{[0300|00cd]}正在休息。
ToAngryMsg	{[1201]}好火大！
ToAngryCpt	對{[0400|0100]}很生氣！
ToAngrySyncCpt	因對方生氣而被激怒！
ToHateAngryMsg	{[1201]}唔！
ToHateAngryCpt	對{[0300|01cd]}失去了耐心！
ExplainFeelingAngryMsg	{[1201]}唔唔！
ExplainFeelingAngryCpt	對{[0400|0100]}很生氣！
ExplainFeelingHateAngryCpt	怒火中燒！
ExplainFeelingAngryAgainCpt	{[0300|00cd]}怒氣難消！
DisableCommandFeelingAngryCpt	{[0300|00cd]}怒火中燒！
CureFeelingAngryCpt	怒火平息了。
ReadyAngryMsg_K	生氣氣。
ReadyAngryMsg_V	火大！！
ReadyAngryMsg_M	唔唔。
ReadyAngryMsg_C	……唔。
ReadyAngryMsg_W	嗯……
ReadyAngryMsg_G	氣死人了！
ReadyAngryMsg_R	好火大！
ToLaughMsg	{[1201]}噗！
ToLaughCpt	笑了出來！
NoLaughCpt	不好笑。
AlreadyLaughCpt	捧腹大笑！
ExplainFeelingLaughMsg	{[1201]}噗，哈哈！
ExplainFeelingLaughCpt	笑個不停！
DisableCommandFeelingLaughCpt	{[0300|00cd]}笑個不停！
CureFeelingLaughCpt	不再笑了。
ReadyLaughMsg_K	呵呵呵。
ReadyLaughMsg_V	啊哈哈！
ReadyLaughMsg_M	噗嗤。
ReadyLaughMsg_C	……噗。
ReadyLaughMsg_W	哇哈哈……
ReadyLaughMsg_G	嘻嘻。
ReadyLaughMsg_R	嘿嘿嘿。
ToTerrorMsg	{[1201]}驚嚇！
ToTerrorCpt	害怕到無法動彈！
NoTerrorCpt	不害怕！
ExplainFeelingTerrorMsg	{[1201]}抖抖……
ExplainFeelingTerrorCpt	腳軟了，無法動彈！
DisableCommandFeelingTerrorCpt	{[0300|00cd]}腳軟了，無法動彈！
CureFeelingTerrorCpt	不再發抖了。
ReadyTerrorMsg	抖抖……
ToCryMsg	{[1201]}嗚哇！
ToCryCpt	跟著哭了！
NoCryCpt	不會被騙的。
ExplainFeelingCryMsg	{[1201]}淚眼汪汪。
ExplainFeelingCryCpt	因為淚水而看不清楚！
DisableCommandFeelingCryCpt	{[0300|00cd]}因為淚水而看不清楚！
CureFeelingCryCpt	不再哭了。
ReadyCryMsg_K	默默落淚。
ReadyCryMsg_V	嗚哇！
ReadyCryMsg_M	淚眼汪汪。
ReadyCryMsg_C	……嗚。
ReadyCryMsg_W	嗚嗚……
ReadyCryMsg_G	唔啊啊啊……
ReadyCryMsg_R	哇！
ToExciteMsg	{[1201]}嗚喔喔喔！
ToExciteCpt	感到興奮！
NoExciteCpt	不受影響。
NoExciteGuitarCpt	沒有撼動心靈。
AlreadyExciteCpt	非常興奮！
ExplainFeelingExciteMsg	{[1201]}呀呵！
ExplainFeelingExciteCpt	進入忘我的狀態！
DisableCommandFeelingExciteCpt	{[0300|00cd]}進入忘我的狀態！
CureFeelingExciteCpt	不興奮了。
ReadyExciteMsg_K	好耶！
ReadyExciteMsg_V	哈哈！！
ReadyExciteMsg_M	哼哼哼～
ReadyExciteMsg_C	……哼哼～
ReadyExciteMsg_W	呵呵～！
ReadyExciteMsg_G	哈哈哈～
ReadyExciteMsg_R	唔喔！
ToSpiteMsg	{[1201]}奸笑。
ToSpiteCpt	變得壞心眼了！
NoSpiteCpt	保持清醒。
ExplainFeelingSpiteMsg	{[1201]}呵呵。
ExplainFeelingSpiteCpt	正在想壞主意。
DisableCommandFeelingSpiteCpt	{[0300|00cd]}正在想壞主意。
CureFeelingSpiteCpt	變回好人了。
SpiteJammingSlipMsg	嘻嘻。
SpiteJammingSlipCpt	被{[0300|01cd]}絆倒了！
ReadySpiteMsg_K	呵呵呵。
ReadySpiteMsg_V	嘿嘿嘿！！
ReadySpiteMsg_M	嘿嘿。
ReadySpiteMsg_C	……呵呵呵。
ReadySpiteMsg_W	欸嘿嘿……
ReadySpiteMsg_G	嘻嘻……
ReadySpiteMsg_R	嘻！
ToAnxiousMsg	完蛋了……
ToAnxiousCpt	變得不安了！
NoAnxiousCpt	毫不在意。
ExplainFeelingAnxiousMsg	心驚膽跳。
ExplainFeelingAnxiousCpt	坐立難安。
DisableCommandFeelingAnxiousCpt	{[0300|00cd]}坐立難安。
CureFeelingAnxiousCpt	沒有不安了。
AnxiousJammingSlipMsg	不要走……
AnxiousJammingSlipCpt	被{[0300|01cd]}纏住了。
ReadyAnxiousMsg	不行了。
ToVacancyCpt	變得呆呆的！
NoVacancyCpt	拼命忍下來了。
ExplainFeelingVacancyMsg	今天的飯菜\n是什麼呢～{[0004]}欸嘿，\n欸嘿嘿～{[0004]}天氣真好啊～
CureFeelingVacancyCpt	突然清醒過來了！
ToGleefulMsg	哇！
ToGleefulCpt	被{[0300|01cd]}表揚了，心情很好！
ExplainFeelingGleefulCpt	心情很好，渾身充滿力量！
CureFeelingGleefulCpt	平靜下來了。
ReadyGleefulMsg_K	呵呵呵呵。
ReadyGleefulMsg_V	呀呵！
ReadyGleefulMsg_M	啦～啦啦～
