BestScore\BestScore.msbt
BestScore_Title	最高得分
DLC_DLC01_Detail	・追加10種「解解看」的新題目。\n追加的題目：碎岩巧鍛匠、莫魯貝可翻翻面、寶可夢多多少？、圖圖犬分色畫、找出正方形、沖泥巴大作戰、來電汪跑第一、帶路吧！自爆磁怪、火球鼠亮謎底、堵堵地鼠洞\n\n・追加6種在「解解看」能獲得的線團。（僅在以下6種線團目前不在出現的對象中時，才會追加。）\n追加的線團：冰凍線團、堅硬線團、危險線團、神奇線團、龍之線團、羽毛線團\n\n・追加40種能用「布偶機」製作的新布偶。\n追加的布偶：胖丁、大尾立、大牙狸、泡沫栗鼠、火稚雞、燭光靈、火狐狸、波加曼、呱呱泡蛙、甲賀忍蛙、草苗龜、風妖精、哈力栗、雷丘（阿羅拉的樣子）、電電蟲、啪嚓海膽、穿山鼠（阿羅拉的樣子）、拉普拉斯、雪妖女、噴嚏熊、穿山鼠、班基拉斯、利歐路、月亮伊布、百足蜈蚣、蜈蚣王、太陽伊布、食夢夢、妙喵、胖甜妮、快龍、沙漠蜻蜓、圓陸鯊、啃果蟲、天然雀、七夕青鳥、小箭雀、謝米（陸上形態）、基拉祈、夢幻\n\n・追加1個「布偶房」新房間。\n\n・獲得4種能在「布偶房」使用的新壁紙。\n追加的壁紙：藍天大海房、黃昏大海房、夢幻森林房、陽光森林房\n\n・「友誼任務」追加新「願望」，實現願望後能獲得15種新家具作為報酬。\n追加的家具：星星裝飾充氣泳池、貝殼漂浮墊、圓點小船、汽水芭菲椅子、雲朵架子、泡泡架子、蘑菇椅子、樹樁椅子、葉子床鋪、橡實沙發、細枝巢架子、蘑菇架子、彩虹沙發、小池塘、噴水池椅子
DLC_DLC01_Detail_Confirm	■ Quantity:1\n[多多講究包1]\n\n■ Sales price:\n{[0118|02cd]}\n\n■ Time and method of payment:\nPayment is made at the time of purchase of the product by the method specified by the platform used at the time of purchase, as specified by the user.\n\n■ Time of provision:\nImmediately after payment\n(There may be a slight delay of a few minutes depending on communication conditions.)\n\n■ Returns and cancellations:\nDue to the nature of the product, returns and cancellations are not accepted after purchase.
DLC_DLC02_Title	多多講究包2
DLC_DLC02_Price	{[0118|03cd]}
DLC_DLC02_Exp	新題目和新布偶登場！\n還有布偶房的新壁紙呢！\n想要更講究的玩家請勿錯過。
DLC_DLC02_Detail	・追加10種「解解看」的新題目。\n追加的題目：各就各位！排排寶可夢、耿鬼睡香香、盒子藏幾盒？、太陽伊布顛倒漫步、滾滾蓋圖章、敲磚！爬梯！火爆猴、多邊獸研究所、找出三角形、寶可夢連一連、狙射樹梟一球也不留\n\n・追加6種能在「解解看」獲得的線團。（僅在以下6種線團目前不在出現的對象中時，才會追加。）\n追加的線團：冰凍線團、堅硬線團、危險線團、神奇線團、龍之線團、羽毛線團\n\n・追加40種能用「布偶機」製作的新布偶。\n追加的布偶：童偶熊、貪心栗鼠、一家鼠（四隻家庭）、六尾、火球鼠、小火焰猴、暖暖豬、小鋸鱷、沼王、水躍魚、水水獺、菊草葉、木守宮、藤藤蛇、白蓬蓬、咩利羊、帕奇利茲、咚咚鼠、六尾（阿羅拉的樣子）、信使鳥、冰伊布、岩狗狗、巨鍛匠、賽富豪、不良蛙、燃燒蟲、爬地翅、皮皮、仙子伊布、南瓜精、南瓜怪人、寶貝龍、暴飛龍、黏黏寶、涼脊龍、大蔥鴨、始祖小鳥、鋼鎧鴉、故勒頓、密勒頓\n\n・追加1個「布偶房」新房間。\n\n・獲得4種能在「布偶房」使用的新壁紙。\n追加的壁紙：浩大宇宙房、歡樂宇宙房、晴空點心派對房、星空點心派對房\n\n・「友誼任務」追加新「願望」，實現願望後能獲得15種新家具作為報酬。\n追加的家具：月亮沙發、星球椅子、星空床鋪、太空船造型墊、流星架子、火箭架子、甜塔軟墊、玻璃盤床鋪、馬卡龍椅子、餅乾沙發、花束架子、蝴蝶結架子、身高尺、寶石盒椅子、禮物盒椅子
DLC_DLC02_Detail_Confirm	■ Quantity:1\n[多多講究包2]\n\n■ Sales price:\n{[0118|03cd]}\n\n■ Time and method of payment:\nPayment is made at the time of purchase of the product by the method specified by the platform used at the time of purchase, as specified by the user.\n\n■ Time of provision:\nImmediately after payment\n(There may be a slight delay of a few minutes depending on communication conditions.)\n\n■ Returns and cancellations:\nDue to the nature of the product, returns and cancellations are not accepted after purchase.
DLC_Pack01_Title	綜合包
DLC_Pack01_Price	{[0118|04cd]}
DLC_Pack01_Exp	「歡樂暢玩包」\n「多多講究包1」\n「多多講究包2」\n合而為一的優惠套組。
DLC_Pack01_Detail	「歡樂暢玩包」\n「多多講究包1」\n「多多講究包2」\n合而為一的優惠套組。\n\n詳細內容請確認各商品的說明。
DLC_Pack01_Detail_Confirm	■ Quantity:1\n[綜合包]\n\n■ Sales price:\n{[0118|04cd]}\n\n■ Time and method of payment:\nPayment is made at the time of purchase of the product by the method specified by the platform used at the time of purchase, as specified by the user.\n\n■ Time of provision:\nImmediately after payment\n(There may be a slight delay of a few minutes depending on communication conditions.)\n\n■ Returns and cancellations:\nDue to the nature of the product, returns and cancellations are not accepted after purchase.
DLC_Pack02_Title	多多講究包1＆2套組
DLC_Pack02_Price	{[0118|05cd]}
DLC_Pack02_Exp	「多多講究包1」\n「多多講究包2」\n合而為一的優惠套組。
DLC_Pack02_Detail	「多多講究包1」\n「多多講究包2」\n合而為一的優惠套組。\n\n詳細內容請確認各商品的說明。
DLC_Pack02_Detail_Confirm	■ Quantity:1\n[多多講究包1＆2套組]\n\n■ Sales price:\n{[0118|05cd]} \n\n■ Time and method of payment:\nPayment is made at the time of purchase of the product by the method specified by the platform used at the time of purchase, as specified by the user.\n\n■ Time of provision:\nImmediately after payment\n(There may be a slight delay of a few minutes depending on communication conditions.)\n\n■ Returns and cancellations:\nDue to the nature of the product, returns and cancellations are not accepted after purchase.
DLC_Shop_Alart_Exp	無法取得商店資訊。
DLC_Shop_Alart_OK	OK
Home\HomeMain.msbt
HomeMain_Disentangle_B	解解看
HomeMain_Machine_Create_B	製作
HomeMain_Machine_Catalog_B	型錄
HomeMain_Machine_Shop_B	商店
HomeMain_Disentangle_TimeLeft_01	今天不能「解解看」了。\n\n離下次「解解看」還有：{[010d|01cd]}:{[010e|01cd]}
HomeMain_Disentangle_TimeLeft_OK	OK
HomeMain_Disentangle_Past	主機設定的日期在最終遊玩日之前，\n因此不能「解解看」。
HomeMain_Disentangle_Past_OK	OK
Home\Calender\Calender.msbt
Calender_Title	月曆
Calender_Year	{[010a|00cd]}年
Calender_Month	{[0110]}
Calender_Week_01	週日
Calender_Week_02	週一
Calender_Week_03	週二
Calender_Week_04	週三
Calender_Week_05	週四
Calender_Week_06	週五
Calender_Week_07	週六
Calender_Sub_Free	選擇今天的圖章，再解一次題目吧。
Calender_Sub_Basic	選擇蓋有圖章的日期，再解一次題目吧。
Calender_Sub_Basic_Past	可以選擇過去2個月份的題目。
Calender_Free_Message_Title	「歡樂暢玩包」販售中
Calender_Free_Message	購買「歡樂暢玩包」，\n就可以隨時遊玩過去2個月份所玩過的題目。
Calender_Free_Message_Button	前往商店
Home\Calender\Stamp.msbt
Stamp_Sub_SP	輕點來蓋圖章吧。
Stamp_Sub_NX	按A鍵來蓋圖章吧。
StampBox_Title	選擇圖章吧。
Home\ContentsPractice\ContentsPractice.msbt
ContentsPractice_Title	要解哪個題目呢？\n{size[5000]}（不會更新得分。）{size[6400]}
ContentsPractice_Set_11	1-1
ContentsPractice_Set_12	1-2
ContentsPractice_Set_13	1-3
ContentsPractice_Set_21	2-1
ContentsPractice_Set_22	2-2
ContentsPractice_Set_23	2-3
ContentsPractice_cm	cm
IncludeRom\Caution.msbt
Caution	本應用程式可以免費遊玩，\n但有部分付費購買的下載內容（DLC）。\n\n────　致未成年的玩家　──── \n\n購買付費下載內容（DLC）時，\n請務必獲得家長或監護人的同意，\n或在他們的陪同下購買。\n\n其他的注意事項標示於使用條款中。\n\n請務必與家長或監護人\n一起確認過後再開始遊戲。
IncludeRom\Include_System.msbt
Include_NetworkError_Generic	發生了錯誤。\n請確認通訊環境。\n\n錯誤代碼：{[0100|04000000]}
Include_NetworkError_Generic_Retry	重試
Include_NetworkError_Generic_Return	返回標題畫面
Include_NetworkError_Generic_ToTitle	發生了錯誤。\n即將返回標題畫面。\n\n錯誤代碼：{[0100|04000000]}
Include_NetworkError_Generic_ToTitle_OK	OK
Include_System_DownLoad	確定要開始下載資料嗎？\n（建議使用Wi-Fi通訊進行下載。）
Include_System_DownLoad_DL	下載容量：
Include_System_DownLoad_Storage	儲存空間剩餘容量：
Include_System_DownLoad_MB	{[0102|0a000000020000000001]}\xa0MB
Include_System_DownLoad_No	否
Include_System_DownLoad_Yes	是
Include_System_DownLoad_NG	由於裝置的剩餘容量不足，\n所以無法下載資料。\n請確認裝置的容量。
Include_System_DownLoad_NG_Retry	重試
Include_System_DownLoad_NG_ToTitle	返回標題畫面
Include_System_DownLoad_Progress	正在下載資料……
Include_System_DownLoad_Progress_Percent	{[0102|03000000020000000001]}%
Include_System_DownLoad_Error	發生了錯誤。\n請確認通訊環境。
Include_System_DownLoad_Error_Retry	重試
Include_System_DownLoad_Error_Return	返回標題畫面
Include_System_NowLoading	正在載入
Include_System_NowLoading_Exp	正在準備……\n請稍候片刻。
Include_System_Transmitting	正在連線……
Include_System_Maintenance	目前正在進行維護作業。
Include_System_Maintenance_OK	OK
Include_System_AppUpDate	需要更新至最新版本，\n才能遊玩《Pokémon Friends》。
Include_System_AppUpDate_ToStore	前往商店
Include_System_SaveDataRestore	儲存資料受損。\n將從備份的儲存資料進行復原。
Include_System_SaveDataRestore_OK	OK
Include_System_SaveDataError	儲存資料受損。\n將刪除儲存資料，從最初再次開始遊戲。
Include_System_SaveDataError_OK	刪除
Include_System_BackKey_ShutDown	要結束遊戲嗎？
Include_System_BackKey_ShutDown_No	否
Include_System_BackKey_ShutDown_Yes	是
Include_System_BackKey_GoTitle	要返回標題畫面嗎？
Include_System_BackKey_GoTitle_No	否
Include_System_BackKey_GoTitle_Yes	是
Include_System_DecimalPoint	.
Include_System_GoogleLogin	無法取得購買資訊。\n請在登入本裝置的Google帳號後，\n重新啟動《Pokémon Friends》。
Include_System_GoogleLogin_OK	OK
IncludeRom\Title.msbt
Start	開始遊戲
Start_NX	開始遊戲
Title_Shop	商店
Copyright	©2025 Pokémon.\n©1995-2025 Nintendo / Creatures Inc. / GAME FREAK inc.
Ingame\Before.msbt
Contents_Before_Title	今天的題目
Contents_Before_Start	開始
Contents_Before_ReStart	繼續
Contents_Before_Result	查看成果
Contents_Before_New	NEW
Contents_Before_Level	等級
Ingame\Contents.msbt
Contents_Preview_Next	準備好了
Contents_Preview_Window_Description	確定要中斷「解解看」，\n返回主畫面嗎？\n（下次會繼續這道題目。）
Contents_Button_Help	說明
Contents_Button_Reset	重新開始
Contents_Button_OK	OK
Contents_Pause_Continue	繼續
Contents_Pause_Close	還是算了
Contents_Pause_Quit	中斷
Contents_Quit_Window_Description	確定要中斷「解解看」，\n返回主畫面嗎？\n（若中斷，下次會從下一題開始，\n這題會以目前答對的部分作為成果。）
Contents_Quit_Window_Yes	是
Contents_Quit_Window_No	否
Contents_ClearScrn_Finish	時間到
Contents_ClearScrn_Clear	完成
Contents_ClearScrn_Next	下一步
Contents_ClearScrn_Result	查看成果
Contents_ClearScrn_End	結束
Contents_01_Title	一筆連連皮卡丘
Contents_01_Description	用一筆畫把燈泡連起來吧。
Contents_01_NXGuide_01	前進
Contents_02_Title	勾魂眼彎彎採礦車
Contents_02_Description	把鐵軌連接起來吧。
Contents_02_NXGuide_01	選擇
Contents_02_NXGuide_02	旋轉
Contents_03_Title	花椰猴夥伴咖啡館
Contents_03_Description	數數看，左右兩邊一樣嗎？
Contents_03_NXGuide_01	選擇
Contents_03_NXGuide_02	決定
Contents_04_Title	幕下力士猛推岩
Contents_04_Description	推開岩石，前往終點！
Contents_04_NXGuide_01	前進
Contents_05_Title	寶可夢轉呀轉
Contents_05_Description	轉轉箱子，把寶可夢轉出來吧。
Contents_06_Title	火斑喵大冒險
Contents_06_Description	爬上階梯，前往終點吧。
Contents_06_NXGuide_01	前進
Contents_07_Title	尋找呱呱泡蛙！
Contents_07_Description	有幾隻呱呱泡蛙呢？
Contents_07_NXGuide_01	選擇
Contents_07_NXGuide_02	決定
Contents_08_Title	狙射樹梟留一球
Contents_08_Description	哪個氣球不會破掉？
Contents_08_NXGuide_01	選擇
Contents_08_NXGuide_02	決定
Contents_09_Title	甲賀忍蛙飛水手裡劍
Contents_09_Description	切面會是什麼形狀？
Contents_09_NXGuide_01	選擇
Contents_09_NXGuide_02	決定
Contents_10_Title	蓮葉童子乘乘樂
Contents_10_Description	轉乘蓮葉童子，前往終點吧。
Contents_10_NXGuide_01	前進
Contents_11_Title	海豹球滾啊滾
Contents_11_Description	讓海豹球滾啊滾，滾向終點吧。
Contents_11_NXGuide_01	旋轉
Contents_12_Title	南瓜精探照燈
Contents_12_Description	影子會是什麼形狀呢？
Contents_12_NXGuide_01	選擇
Contents_12_NXGuide_02	決定
Contents_13_Title	碎岩巧鍛匠
Contents_13_Description	敲碎岩石，前往終點吧。
Contents_13_NXGuide_01	前進\n敲碎
Contents_14_Title	莫魯貝可翻翻面
Contents_14_Description	把圓牌全部變成黃色吧。
Contents_14_NXGuide_01	選擇
Contents_14_NXGuide_02	擺放
Contents_15_Title	展翅飛翔
Contents_15_Description	改變方向，以免相撞喔。
Contents_15_NXGuide_01	選擇
Contents_15_NXGuide_02	旋轉
Contents_16_Title	各就各位！排排寶可夢
Contents_16_Description	參考照片，擺放成正確的狀態吧。
Contents_16_NXGuide_01	選擇
Contents_16_NXGuide_02	抓起
Contents_16_NXGuide_11	移動
Contents_16_NXGuide_12	放開
Contents_16_NXGuide_13	復原
Contents_17_Title	寶可夢多多少？
Contents_17_Description	皮卡丘比伊布多幾隻呢？
Contents_17_NXGuide_01	選擇
Contents_17_NXGuide_02	決定
Contents_18_Title	圖圖犬分色畫
Contents_18_Description	塗塗看，同色不能相鄰喔。
Contents_18_NXGuide_01	選擇
Contents_18_NXGuide_02	抓起
Contents_18_NXGuide_11	移動
Contents_18_NXGuide_12	放開
Contents_18_NXGuide_13	復原
Contents_19_Title	屬性圓牌放回去
Contents_19_Description	把圓牌放到相同圖案的位子吧。
