CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	老婆……\n艾德……！艾德娜……
C07_EV3020_00130_GIRL	路卡……？
C07_EV3020_00140_GIRL	怎麼會……！？
C07_EV3020_00150_GIRL	不……這不可能……
C07_EV3030_00010_GIRL	糟糕，我的眼睛……！
C07_EV3040_00010_BAYO	你在這種地方欺負小紅帽啊……\n大野狼先生。
C07_EV3040_00020_GIRL	等等！！
C07_EV3040_00030_BAYO	小貓咪，你這是什麼意思？
C07_EV3040_00040_GIRL	不可以！\n那傢伙其實是……！
C07_EV3040_00050_BAYO	該不會……？
C07_EV3040_00060_GIRL	大概是因為多重宇宙不斷被消滅，\n害剩餘的世界開始受到影響了。
C07_EV3040_00070_GIRL	所以他才成了那副模樣……
C07_EV3040_00080_GIRL	拜託等一下！
C07_EV3040_00090_GIRL	如果能去阿爾法宇宙打敗辛裘拉利提，\n應該能解決這一切！！
C07_EV3040_00100_BAYO	「應該」不足以說服我。\n而且這個東西——
C07_EV3040_00105_BAYO	——我也不過蒐集到三個。
C07_EV3040_00110_GIRL	交給我吧！
C07_EV3040_00120_BAYO	交給你？開玩笑吧。
C07_EV3040_00130_GIRL	拜託！
C07_EV3040_00140_GIRL	只有你才找得到混沌的齒輪……
C07_EV3040_00150_GIRL	而且，那傢伙……
C07_EV3040_00160_BAYO	「那傢伙」怎麼了？
C07_EV3040_00170_GIRL	他……
C07_EV3040_00180_GIRL	跟我一位重要的人……長得很像。
C07_EV3040_00190_BAYO	那個男人雖然隨性又少根筋，\n老是讓自己遇上危險——
C07_EV3040_00200_BAYO	但他總能逃過一劫，然後若無其事地回來……\n你就別擔心了。
C07_EV3040_00210_BAYO	不過……
C07_EV3040_00220_BAYO	要是他這次沒辦法全身而退，\n不管是要下地獄還是上天堂，我都會讓你去把他接回來的。
C07_EV3040_00230_BAYO	這樣可以了吧？小貓咪。
C07_EV3040_00240_GIRL	嗯，我知道了……
C07_EV3040_00242_GIRL	我知道了！
C07_EV3040_00244_GIRL	哇啊！
C07_EV3040_00250_BAYO	回答得很好喔。
C07_EV3040_00252_BAYO	好了，快去吧。
C07_EV3040_00254_GIRL	我的名字叫做薇歐拉！
C07_EV3040_00256_GIRL	給我記好了！
CHAPTER/chapter07_ta
C07_TA0300_00010_GIRL	他在哪裡……很接近了吧！
C07_TA0310_00010_GIRL	這扇門怎麼回事？壞掉了嗎？
C07_TA3010_00010_GIRL	嗚哇！等一下！
C07_TA0210_00010_GIRL	回來，小柴貓！
C07_TA0210_00020_GIRL	還是不行啊。\n離得太遠，連魔力都傳達不到了嗎？
C07_TA0010_00010_GIRL	小柴貓，你到底在哪裡！
C07_TA0040_00010_GIRL	好熱……好想喝冰涼的檸檬水……\n不，就算不冰也可以啦，誰來給我一點喝的……！
C07_TA0050_00010_GIRL	不管怎麼走，到處都是沙、沙、沙……\n小柴貓那傢伙到底跑去哪裡了？
C07_TA0220_00010_GIRL	你跑去哪啦，小柴貓……
C07_TA0230_00010_GIRL	太熱了……感覺頭昏眼花……
C07_TA0240_00010_GIRL	不行……腳……動不……了……
C07_TA0400_00010_GIRL	水……水……
C07_TA0090_00010_GIRL	那隻臭野狼到底在哪裡……！
C07_TA0100_00010_GIRL	路卡，拜託你一定要平安無事……！
C07_TA0150_00010_GIRL	簡直像一條河。\n這就是大自然的奧妙嗎？
C07_TA0170_00010_GIRL	流得好快。\n糟了，得快點到岩石上……！
C07_TA0180_00010_GIRL	可惡，完蛋了……！\n要被……吸進去了……！
C07_TA0500_00010_GIRL	路卡，你開什麼玩笑！\n離萬聖節還早得很耶？
C07_TA0520_00010_GIRL	喂，你快醒醒！
C07_TA0190_00010_GIRL	可惡，他在哪裡！？什麼都看不見！
CHAPTER/chapter08_ev
C08_EV3050_00010_BETJ	到此為止！
C08_EV3050_00020_BET3	你不可以……一個人去……
C08_EV3050_00030_BETJ	接受挑戰的是我。\n一旦解決，我馬上就會趕回來。
C08_EV3050_00040_BETJ	再會了，公主。
C08_EV3055_00010_BAEL	與公主相同面貌的強大魔女啊。\n我有一事相求。
C08_EV3055_00020_BAEL	拜託您拯救我的主人。
C08_EV3055_00030_BAYO	我就是為此而來的。\n我一直都很想嘗試看看拯救公主呢。
C08_EV3055_00040_BAEL	謝謝您，強大的魔女。\n請讓我歌唱一曲做為謝禮——
C08_EV3055_00050_BAYO	之後再唱吧。\n我們得快點了！
C08_EVa32f_00010_BAYO	呵呵，很厲害呢……但你吃掉那東西真的沒問題嗎？
C08_EVa32f_00020_BAYO	等等，難道！？
C08_EVa32f_00030_BAEL	不是的。\n主人的力量……似乎……正在減弱……
C08_EVa32f_00040_BAEL	但是還沒完全消失……現在……還來得及……\n之後……就拜託您了……
C08_EVa32f_00050_BAYO	貞德……要乖乖等我喔。
CHAPTER/chapter08_ta
C08_TA0050_00010_BAYO	這裡對青蛙們來說簡直跟綠洲一樣呢。
C08_TA2010_00010_BETJ	公主，您不能跟過來！
C08_TA2010_00020_BAYO	那是……貞德？\n公主？她在說什麼？
C08_TA0075_00010_BETJ	這裡交給我，請您回去吧！
C08_TA0078_00010_BAYO	讓我玩了這麼無趣的遊戲，還真是多謝了。
C08_TA0200_00010_BETJ	我應該已經說過，不要跟上來。
C08_TA0200_00020_BAYO	那樣說反而會讓我更想跟來呢。
C08_TA0200_00030_BETJ	真是的……實在拿您沒辦法。
C08_TA0200_00040_BETJ	那我只好用蠻力使您就範。\n接招吧！
C08_TA0080_00010_BAYO	收拾完這邊，另一邊又會再長出來……\n真是難纏。
C08_TA0090_00010_BAYO	要是下一場毒雨，說不定能一口氣讓它們枯萎呢。
C08_TA0130_00010_BAYO	怎麼變得這麼僵硬呢？\n稍微放鬆一下也沒關係喔。
CHAPTER/chapter09_ev
C09_EVa360_00010_BAYO	終於到這裡了呢。
C09_EV3060_00030_BET3	貞德以前常常責備我……\n說我缺乏決心，那就是我的弱點。
C09_EV3060_00040_BET3	這就是我的決心。
C09_EV3060_00060_BET3	我現在就去找你，貞德。
C09_EV3065_00020_BAYO	我非常看好你這雙翅膀與鉤爪唷。
C09_EVa38f_00010_BAYO	這樣終於蒐集到四個了……真費功夫呢。
C09_EVa38f_00020_BAYO	真是的，要是這樣還失敗，\n那個小姑娘該怎麼補償我呢。
C09_EVa38f_00030_BAYO	不知道她有沒有跟好路卡？
C09_EVa38f_00040_BAYO	討厭，我竟然滿腦子都在想小貓咪……\n呼，我是怎麼了……
C09_EVa38f_00050_BAYO	果然不能就這麼回去呢。
C09_EV3070_00010_BS3A	找到寶藏了嗎？
C09_EV3070_00020_BS3A	但是人一旦被慾望蒙蔽雙眼，就會自取滅亡……
C09_EV3070_00030_BETJ	公主！？
C09_EV3070_00035_BETJ	可惡，這種東西我馬上就能破壞！
C09_EV3070_00040_BAYO	冷靜下來，貞德。我不是你的公主。\n但我是來幫助你的，因為我跟你的朋友約定好了。
C09_EV3070_00050_BS3B	為了他人，居然不惜以身犯險。
C09_EV3070_00060_BS3B	你們不過是看不見大局的井底之蛙。
C09_EV3070_00070_BS3A	這才是你們的弱點。
C09_EV3070_00080_BAYO	你就是愛講這種話，才會沒朋友唷。\n對吧？
C09_EV3070_00090_BETJ	沒錯。我們才不陪你演場這無聊的鬧劇！
C09_EV3070_00100_BS3B	這可不行，統治者·夏娃。
C09_EV3070_00105_BS3A	你必須陪我到最後。
C09_EV3070_00110_BOS3	因為從現在起……我要確定你的毀滅。
C09_EV3080_00020_BAYO	貞德！！
C09_EV3080_00030_BETJ	不用管我。
C09_EV3080_00040_BETJ	快給它最後一擊……連我一起射穿！快點！
C09_EV3080_00050_BETJ	快啊！我求您了……
C09_EV3080_00060_BET3	對不起……都是因為我太懦弱。
C09_EV3080_00070_BETJ	不，您的確……變強了……\n瑟蕾莎……
C09_EV3080_00080_BET3	我已不再是從前的我了。
C09_EV3080_00090_BET3	貞德，你看著吧。\n我不會再……輸給自己了！
C09_EV3085_00010_BOS3	喔……？\n統治者·夏娃消滅的同時，應該也確定了世界毀滅才對——
C09_EV3085_00020_BOS3	這感覺就像世界正在猶豫是否崩壞。
C09_EV3085_00030_BOS3	難道……新的統治者·夏娃誕生了嗎？
C09_EV3085_00010_BAYO	度·歐·伊亞·蓓優妮塔——
C09_EV3085_00020_BAYO	尼拉·達·恐歇拉·歐度·阿那那耶魯——
C09_EV3085_00030_BAYO	馬烏布立克·羅魯·米喀歐立·伊阿魯波恩·伊魯斯——
C09_EV3085_00035_BAYO	法范·尼斯！
C09_EV3085_00050_SPHA	主人，請聽清楚了！\n我這灼熱的軀體，僅能維持短時間！！
C09_EV3090_00010_SPHA	這股焚身的無盡熾熱……已經無法控制了！
C09_EV3090_00020_BOS3	我很驚訝呢，新生的統治者·夏娃。\n沒想到你竟然擁有這麼強大的力量。
C09_EV3090_00030_BET3	貞德……你看到了吧？
C09_EV3090_00035_BET3	我沒有輸。
CHAPTER/chapter09_ta
C09_TA0012_00010_BAYO	這就是所謂的「欲速則不達」嗎？\n雖然不是我的風格，但也沒辦法。
C09_TA0015_00010_NARR	歡迎你，統治者·夏娃·原型。\n這趟旅行一路上還愉快嗎？
C09_TA0015_00020_BAYO	沒有我期待得那麼棒呢。
C09_TA0015_00030_BAYO	接下來會稍微有趣點嗎？
C09_TA0025_00010_BAYO	這裡充滿了魔界瘴氣……\n真沒想到居然有這種地方。
C09_TA0026_00010_BAYO	嚇了我一跳呢，這裡竟然還有魔界的孩子們？
C09_TA0060_00010_BAYO	一個接一個真是沒完沒了。\n不如展現一下你那雙翅膀的威力吧。
C09_TA0070_00010_BAYO	有時還是要相信「欲速則不達」呢。
C09_TA0100_00010_BAYO	不會轉的風車，根本連裝飾品都不如。
C09_TA0105_00010_BAYO	哎呀……？\n原來這些風車不會一直轉呢。
C09_TA0130_00010_BAYO	如果能像吊車一樣把秤錘吊起來移動的話，\n好像就可以讓兩邊平衡呢。
C09_TA0170_00010_BAYO	好壯觀的收藏……\n恩佐肯定會很喜歡吧。
C09_TA0200_00010_BAYO	等等呀，這裡是不是有點超載了？
C09_TA0210_00010_BAYO	絕對不是我的體重害這邊往下沉的吧？
C09_TA0220_00010_BAYO	這邊上升過頭的話，另一邊就會很危險呢。\n真是棘手。
C09_TA0300_00010_BET3	讓你見識這孩子的力量！
C09_TA0310_00010_BET3	我要為貞德復仇……！
C09_TA0320_00010_BET3	無法攻擊……那是結界嗎？
C09_TA0330_00010_BET3	又是結界？\n灼熱纏身的魔物啊，交給你了！
C09_TA0340_00010_SPHA	那是結界嗎！？\n竟然擋下了我的攻擊！
C09_TA0350_00010_SPHA	又是結界……！\n操風者啊，那邊就拜託你了！
C09_TA0360_00010_SPHA	操風者，沒時間拖拖拉拉了！
C09_TA0370_00010_SPHA	操風者，快點！\n我的身體已經撐不住了……！
C09_TA0380_00010_SPHA	只能到此為止了嗎！\n沒想到，這副身體也有被火焰灼燒的時候……
CHAPTER/chapter10_ev
C10_EV4015_00010_GIRL	怎、怎麼了！？
C10_EV4015_00020_GIRL	這到底是……？
C10_EV4015_00030_GIRL	路卡！
C10_EV4020_00010_KING	女人，你跟那個男人來自同個世界嗎……？
C10_EV4020_00020_GIRL	路卡……？
C10_EV4020_00030_KING	那個男人的名字……是「路卡」啊。
C10_EV4020_00040_KING	我是萊卡翁。
C10_EV4020_00050_GIRL	這是什麼地方？\n路卡現在在哪裡？
C10_EV4020_00060_KING	他已經走了。
C10_EV4020_00070_KING	那個男人大概是我的平行個體。
C10_EV4020_00080_KING	他跟我互相吸引，越過了隔絕世界的牆壁，\n在這裡相會了。
C10_EV4020_00090_GIRL	互相吸引……？\n那我為什麼會在這裡……？
C10_EV4020_00100_KING	或許你也跟我們有什麼密切的關係吧。
C10_EV4020_00110_KING	譬如血緣關係。\n兄妹……又或者是——
C10_EV4020_00120_KING	你……我似乎曾經在哪——
C10_EV4020_00130_KING	那個聲音……在呼喚著我……
C10_EV4020_00140_GIRL	等等，怎麼回事？等等啦！
C10_EV4030_00010_WOLF	小妹妹……？離我……遠一點……！
C10_EV4040_00010_GIRL	路卡！拜託……快住手！\n我不想傷害你……
C10_EV4040_00020_GIRL	就算來自不同世界，你也明白吧？
C10_EV4040_00030_GIRL	我是……我是你的……！
CHAPTER/chapter10_ta
C10_TA0010_00010_GIRL	那光芒是什麼？
C10_TA0010_00020_GIRL	真不可思議，好像在呼喚我……
C10_TA0030_00010_GIRL	好像很不穩定……
C10_TA0030_00020_GIRL	這裡或許也很危險。\n得快點移動才行……
C10_TA0045_00010_GIRL	路卡在這裡嗎？
C10_TA0060_00010_WOLF	別過來！
C10_TA0060_00020_WOLF	那個聲音……那個聲音又在我腦海裡……！
C10_TA0060_00030_GIRL	聲音……？\n誰的聲音……？
C10_TA0060_00040_WOLF	我的……是我的聲音……！
C10_TA0060_00050_WOLF	從小……在我腦中就有另一個我……！
C10_TA0060_00060_GIRL	自己的……聲音……？那該不會是……
C10_TA0060_00070_WOLF	但是……這是……我……嗎……？
C10_TA0060_00080_WOLF	那就是……真相……？
CHAPTER/chapter11_ev
C11_EV4050_00010_BAYO	小貓咪……
C11_EV4060_00010_BET4	那就是這次的目標吧。
C11_EV4060_00020_ROSA	二世，去檢查保全的——
C11_EV4060_00030_ENZ4	哇哈哈，放棄吧，怪盜暗影一世！\n我這次一定要逮捕你！
C11_EV4060_00040_ROSA	哎呀，你好。\n恩佐警探。
C11_EV4060_00050_ENZ4	說什麼「你好」。\n我今天絕對要逮捕你！
C11_EV4060_00060_BET4	一世，不好了。\n沒空理那傢伙了！
C11_EV4060_00070_ENZ4	什麼？\n我要連你一塊抓起來！
C11_EV4060_00080_ROSA	追上去！\n可不能讓目標落入那些傢伙手中！
C11_EV4060_00090_ENZ4	給、給我站住！\n要是工作拖到太晚，我又會被老婆揍的！
C11_EV4060_00100_BET4	媽咪跟齒輪就拜託你了！
C11_EV4065_00010_BAYO	媽咪……
C11_EV4065_00020_BAYO	要我跟過去嗎……？\n好，走吧。
C11_EV4070_00010_BAYO	媽咪——！
C11_EV4070_00020_BAYO	竟敢做出這種事……！
C11_EV4076_00010_ENZ4	喂！\n你們居然在天上飛，太卑鄙了！
C11_EV4076_00020_BAYO	接下來就交給我！
C11_EV4076_00030_ENZ4	你在說什麼！\n我要連你一起逮捕！絕不會讓你們逃走！
C11_EV4076_00040_BAYO	唉……有幹勁的恩佐真是麻煩。
C11_EV4080_00005_BAYO	媽咪……
C11_EV4080_00010_ROSA	把這個怪物……連同我……一起貫穿！
C11_EV4080_00015_ROSA	快點！
C11_EV4080_00020_ROSA	你做得很好，瑟蕾莎……
C11_EV4080_00030_BAYO	這到底是怎麼回事……
CHAPTER/chapter11_ta
C11_TA0010_00010_BAYO	不知道這裡能撐到什麼時候。\n得快點去找齒輪才行。
C11_TA0020_00010_BAYO	那是……？
C11_TA0030_00010_BAYO	真是不懂得看場合。\n不要妨礙我！
C11_TA0100_00010_ENZ4	今天絕對要逮捕你——怪盜暗影一世！
C11_TA0110_00010_ENZ4	喂，快來人！！\n拿管能將那傢伙轟下來的火箭筒過來！！
C11_TA0120_00010_ENZ4	給我站住——暗影一世！！
C11_TA0120_00020_ENZ4	老老實實地被本官恩佐逮捕吧——
C11_TA0105_00010_FSL6	通告全員。\n獲報我軍遭到了友軍攻擊。
C11_TA0105_00020_FSL6	攻擊原因不明，但友軍疑似遭到操控。
C11_TA0105_00025_FSL6	據報，被操控的人數還在增加中。
C11_TA0105_00030_FSL6	在不明就裡的狀況下繼續戰鬥十分危險。\n還有意識的人立刻撤退至郊外。
C11_TA0100_00010_FSL1	請回答、請回答！不管誰都好，快點回答我！\n可惡，該不會全滅了……
C11_TA0110_00010_FSL2	本部，聽得見嗎！我們的攻擊完全沒有用。\n那些傢伙到底是什麼東西……
C11_TA0110_00020_FSL2	本部，請回答！我們該怎麼做才好？\n請下指示、請下指示！
CHAPTER/chapter12_ev
C12_EV4090_00010_BAYO	你這是做什麼？
C12_EV4090_00020_BET4	哎呀，這只是打招呼。
C12_EV4090_00030_BET4	你接著才會見到真正的地獄。
C12_EV4100_00010_BAYO	快趴下！
C12_EV4100_00040_BOS4	沒辦法控制感情而迷失自我了啊……
C12_EV4100_00050_BOS4	要制伏眼光短淺之人，真是易如反掌。
C12_EV4100_00060_BET4	是誰……！？
C12_EV4100_00070_BOS4	就由我來正確使用吧。
C12_EV4100_00080_BOS4	好了，統治者·夏娃·原型。\n你到底要怎麼處置這個女人呢？
C12_EV4100_00090_BAYO	度·歐·伊亞·蓓優妮塔——
C12_EV4100_00100_BAYO	尼拉·達·恐歇拉·歐度·阿那那耶魯——
C12_EV4100_00110_BAYO	法波恩·贊畢·法范·尼斯——
C12_EV4100_00120_BAYO	布里歐·希·帕拉迪斯！
C12_EV4100_00130_SBAE	您好，我的主人。\n這裡就是我的舞台嗎？
C12_EV4100_00140_SBAE	哎呀……居然有這麼多觀眾。\n那就讓我立刻高歌一曲吧。
C12_EV4110_00010_BAYO	我會祈禱你能跟媽咪重逢。
C12_EV4110_00020_FIXR	呵呵呵……你那從容的笑容消失囉，還撐得住嗎？
C12_EV4110_00030_FIXR	雖然欺負弱者並非我的興趣，\n但欣賞你一臉狼狽卻挺有意思的。
C12_EV4110_00040_FIXR	你不需要亂了方寸。\n因為現象早已確定。
C12_EV4110_00050_FIXR	很快就會如你所願，展現在你眼前。
C12_EV4110_00060_FIXR	沒錯……很快。
C12_EV4110_00070_BAYO	這趟荒唐的旅程也快要結束了。
C12_EV4110_00080_BAYO	沒錯……很快。
CHAPTER/chapter12_ta
C10_TA0020_00010_BAYO	居然把無辜的人捲進來……\n不可饒恕。
C12_TA0120_00010_FSL3	開火、開火！！\n一旦停止攻擊就會被幹掉！！
C12_TA0130_00010_FSL4	嘖！快住手，你們認不出我們了嗎！
C12_TA0130_00020_FSL4	該怎麼辦才好。\n我沒有辦法攻擊夥伴。
C12_TA0130_00030_FSL4	停下來，不要再過來了……\n不要過來！！
C12_TA0130_00040_FSL4	不行了！可惡，嗚哇！唔、唔啊——
C12_TA0140_00010_FSL5	本部、本部！\n我們現在正被敵方飛行單位追擊。
C12_TA0140_00020_FSL5	可惡，別過來！！\n唔啊！住、住手啊——
C12_TA0140_00030_FSL5	
C10_TA0030_00010_BAYO	看這瘋狂的局面……\n我得趕緊收拾掉才行！
C10_TA0030_00020_BAYO	希望至少他們的靈魂能得到安息。
C12_TA0200_00010_BAYO	等等，你是不是搞錯對手了？
C12_TA0200_00020_BET4	搞錯？\n你有想過自己會搞錯嗎？
C12_TA0210_00010_BET4	我現在就讓你知道一世她……\n不，是媽咪受到多深的傷害。
C12_TA0220_00010_BET4	就算你向我乞求饒命，\n我也會毫不猶豫地殺了你！
CHAPTER/chapter13_ev
C13_EV5020_00010_JANN	博士，跟你介紹一下。\n這是我的朋友瑟蕾莎。
C13_EV5020_00020_JANN	瑟蕾莎，這位是西格魯茲博士，是我的摯友。\n他遠道而來協助我們。
C13_EV5020_00030_DOCT	你好，瑟蕾莎。
C13_EV5020_00040_DOCT	我從貞德那裡聽說了很多你的事情。
C13_EV5020_00050_BAYO	你好。\n希望她沒有說些讓你反感的傳聞。
