LayoutMsg\Common_CinemaScope_00.msbt
SubjectMiiName	{[c800|0502010d]}
UsageExample_ObjectNegative	"a {color[0000]}wet sock{color[ffff]}," "a {color[0000]}monster{color[ffff]}," "a {color[0000]}broken toy{color[ffff]}"
UsageExample_ActionNeutral	"{color[0000]}typing{color[ffff]}," "{color[0000]}blinking{color[ffff]}," "{color[0000]}running errands{color[ffff]}"
UsageExample_ActionPositive	"{color[0000]}reading{color[ffff]}," "{color[0000]}singing{color[ffff]}," "{color[0000]}playing games{color[ffff]}"
UsageExample_ActionNegative	"{color[0000]}shouting{color[ffff]}," "{color[0000]}doomscrolling{color[ffff]}," "{color[0000]}complaining{color[ffff]}"
UsageExample_ImageNeutral	"a {color[0000]}neighbor{color[ffff]}," "a {color[0000]}quiet person{color[ffff]}," "a {color[0000]}hard worker{color[ffff]}"
UsageExample_ImagePositive	"a {color[0000]}hero{color[ffff]}," "an {color[0000]}artist{color[ffff]}," "a {color[0000]}friend{color[ffff]}"
UsageExample_ImageNegative	"a {color[0000]}know-it-all{color[ffff]}," "an {color[0000]}enemy{color[ffff]}," "a {color[0000]}slacker{color[ffff]}"
UsageExample_TopicNeutral	"{color[0000]}technology{color[ffff]}," "{color[0000]}weather{color[ffff]}," "{color[0000]}sports scores{color[ffff]}"
UsageExample_TopicPositive	"{color[0000]}music{color[ffff]}," "{color[0000]}love{color[ffff]}," "{color[0000]}TV shows{color[ffff]}"
UsageExample_TopicNegative	"{color[0000]}homework{color[ffff]}," "{color[0000]}boring parties{color[ffff]}," "{color[0000]}pollution{color[ffff]}"
UsageExample_PhraseNeutral	"{color[0000]}never say never{color[ffff]}," "{color[0000]}time flies{color[ffff]}," "{color[0000]}how about that{color[ffff]}"
UsageExample_PhrasePositive	"{color[0000]}piece of cake{color[ffff]}," "{color[0000]}living the dream{color[ffff]}," "{color[0000]}practice makes perfect{color[ffff]}"
UsageExample_PhraseNegative	"{color[0000]}no chance{color[ffff]}," "{color[0000]}can't win 'em all{color[ffff]}," "{color[0000]}leave me alone{color[ffff]}"
Question_Grammaticality	What is the grammatical gender of {[0208|00cd]}?
Question_Count	Is "{[0208|00cd]}" singular or plural?
RequiredEntry_Normal	 {size[4b00]}输入内容读音与预期不符时，可选用读音恰当的字来注音。{size[6400]}
RequiredEntry_Short	 {size[4b00]}读音与预期不符时，可选用恰当的字来注音。{size[6400]}
T_Example_00	Examples: 
T_Period_00	.
L_TextSubInfoBtn_00-T_Text_00	Masculine
L_TextSubInfoBtn_01-T_Text_00	Feminine
L_TextSubInfoBtn_02-T_Text_00	Neutral
L_TextSubInfoBtn_03-T_Text_00	Singular
L_TextSubInfoBtn_04-T_Text_00	Plural
L_OK_00-T_Text_00	OK
L_OK_01-T_Text_00	OK
T_Period_01	.
T_Island_00	Island
LayoutMsg\Common_ItemNew_00.msbt
T_CommonNew_00	NEW
LayoutMsg\Common_MoneyBottom_00.msbt
Money	{[640f|000000cd]}
LayoutMsg\Common_Region_00.msbt
ButtonRegion_00	日本
ButtonRegion_01	欧洲
ButtonRegion_02	北美大陆
ButtonRegion_03	南美大陆
ButtonRegion_04	澳大利亚 / 新西兰
ButtonRegion_05	香港 / 台湾 / 韩国
ButtonRegion_06	其他（北半球）
ButtonRegion_07	其他（南半球）
SelectRegionGuide	请选择居住的地区。
T_Caution_00	该设置之后无法更改。
SelectedRegion_00	地区【日本】
SelectedRegion_01	地区【欧洲】
SelectedRegion_02	地区【北美大陆】
SelectedRegion_03	地区【南美大陆】
SelectedRegion_04	地区【澳大利亚 / 新西兰】
SelectedRegion_05	地区【香港 / 台湾 / 韩国】
SelectedRegion_06	地区【其他（北半球）】
SelectedRegion_07	地区【其他（南半球）】
SelectHemisphereGuide	居住在哪个半球呢？
SelectCurrencyGuide	请选择货币。
ConfirmRegionGuide	这样可以吗？
ConfirmCurrencyGuide	这样可以吗？
ButtonHemisphere_00	北半球
ButtonHemisphere_01	南半球
ButtonCurrency_Euro	€
ButtonCurrency_Pound	£
ButtonCurrency_AsiaDollar	＄
ButtonCurrency_Won	₩
ButtonCurrency_Dollar	＄（美元）
ButtonCurrency_Peso	＄（比索）
ButtonCancel	取消
ButtonOK	OK
SelectedCurrency_Euro	货币【€】
SelectedCurrency_Pound	货币【£】
SelectedCurrency_AsiaDollar	货币【＄】
SelectedCurrency_Won	货币【₩】
SelectedCurrency_Dollar	货币【＄（美元）】
SelectedCurrency_Peso	货币【＄（比索）】
SelectedHemisphere_00	【北半球】
SelectedHemisphere_01	【南半球】
CalendarTimeFormat	{[6404|000400cd]}年{[640b|00cd]}{[640c|00cd]} {[6400|00cd]}{[6401|000001cd]}:{[6404|010201cd]}
T_CautionDT_00	本软件的时间与现实同步。\n如果当前时间不准确，请先校准。
L_BtnR_01-T_Text_00	时间准确！
L_BtnL_01-T_Text_00	想校准
T_AskingDT_00	现在的时间准确吗？
T_WrongDateTime_00	请按 ，\n在HOME菜单的“设置”中修改成正确的时间。
LayoutMsg\Common_Skip_00.msbt
L_KeyText_00-T_Text_00	跳过
LayoutMsg\Common_TalkChoiceForcus_00.msbt
Advice	GO！
LayoutMsg\Common_TalkChoice_00.msbt
FreeText	自己输入
LayoutMsg\Common_Text_00.msbt
T_Text_00_EditorTutorialFloor	请用“{color[0000]}草地{color[ffff]}”填满闪烁区域。
LayoutMsg\Common_Title_00.msbt
T_Start	Press 
IslandName	{[021b|01cd]}的
T_IslandName_02	Welcome to...
LayoutMsg\EditorCommon_InfoOperation_00.msbt
T_Info_00	请用手柄进行操作。
T_InfoTouch_00	接下来还可以用点触来操作。
LayoutMsg\EditorCommon_Title_00.msbt
T_Title_MiiEditor_Name_00	Mii的名字
T_Title_MiiEditor_Voice_00	{[c800|0502010d]}的声音
T_Title_MiiEditor_MiiGrow_00	{[c800|0502010d]}是小孩，还是大人？
T_Title_MiiEditor_Personality_00	{[c800|0502010d]}的性格
T_Title_MiiEditor_LoveTarget_00	{[c800|0502010d]}的恋爱对象性别
T_Title_MiiEditor_Duplicate_00	请选择要参照的Mii。
T_Title_MiiEditor_Duplicate_01	请选择保存在主机中的Mii。
T_Title_MiiEditor_CopyFacePaint_00	请选择要复制的Mii。
T_Title_MiiEditor_Gender_00	{[c800|0502010d]}的性别
T_Title_MiiEditor_Birthday_00	{[c800|0502010d]}的生日与年龄
T_Title_MiiEditor_Family_New_00	这座岛屿上，有“{[c800|0502010d]}在现实世界中的家人或亲戚”吗？
T_Title_MiiEditor_Family_00	现实世界中，“{[c800|0502010d]}的家人或亲戚”是谁？
T_Title_MiiEditor_FamilyBloodRelation_00	现实世界中，{[c800|0502010d]}的{[0216]}是？
T_Title_MiiEditor_Profile_00	这样可以吗？
T_Title_MiiEditor_Easy_BodyType_00	身高 / 体型
T_Title_MiiEditor_EventStyle_00	{[c800|0502010d]}出席活动时的风格是？
T_Title_MiiEditor_PartsList_00	{[c800|0502010d]}的脸部部位
T_Title_MiiEditor_Global_00	What pronouns does this Mii prefer?
T_Title_NetWork_MiiGlobal_00	What pronouns does this Mii prefer?
T_UGCEditor_Title_00	要制作什么？
T_UGCEditor_Title_01	要使用哪种基底？
T_UGCEditor_Title_04	它的名称是？
T_UGCEditor_Title_05	它的大小如何？
T_UGCEditor_Title_06	它是一件怎样的物品？
T_UGCEditor_Title_09	T恤颜色是？
T_UGCEditor_Title_10	要制作什么？
T_UGCEditor_Title_12	设置发光方式
T_UGCEditor_Title_13	书的颜色是？
LayoutMsg\Event_Camera_00.msbt
T_Text_00	好，茄子！
L_KeyText_00-T_Key_00	
Next	去下一个景点
GoHome	回家
T_End_00	END
LayoutMsg\Event_DemoPlayerBirthday_00.msbt
T_Key_00	
T_KeyText_00	可旋转视角。
LayoutMsg\Event_Hand_Clap_00.msbt
T_Text_00	鼓掌
T_Key_00	
LayoutMsg\Event_News_00.msbt
L_Telop_00-T_PastTopics_00	往期话题
LayoutMsg\Event_PlayerBirthdayED_00.msbt
Date	{[640a|01cd]}.{[640b|02cd]}.{[640c|01cd]}
L_BtnR_00-T_Text_00	保存
L_BtnL_00-T_Text_00	不保存
T_Question_00	要将照片保存至主机的相册吗？
T_HappyBirthday_00	HAPPY BIRTHDAY !
LayoutMsg\Event_ProposeMiniGame_00.msbt
BrainOccupyText	{[0208|00cd]}
T_Title_Stage1	开炮击散无关的想法前进！
T_Title_01	 发射炮弹
T_Title_02	 躲避
T_Text_00	Good!
LayoutMsg\Event_RocketSwitch_00.msbt
L_APush_00-T_Key_00	
L_APush_00-T_Text_00	按下
LayoutMsg\Event_StaffRoll_00.msbt
RankingName	{[c800|0502010d]}
L_KeyText_00-T_Text_00	移动
L_KeyText_01-T_Text_00	长按推进
T_FavoriteRabking_00	你最疼爱的居民排名
L_FavoriteMii_00-T_Ranking_00	1
L_FavoriteMii_01-T_Ranking_00	2
L_FavoriteMii_02-T_Ranking_00	3
L_FavoriteMii_03-T_Ranking_00	4
L_FavoriteMii_04-T_Ranking_00	5
L_FavoriteMii_05-T_Ranking_00	6
L_FavoriteMii_06-T_Ranking_00	7
L_FavoriteMii_07-T_Ranking_00	8
L_FavoriteMii_08-T_Ranking_00	9
L_FavoriteMii_09-T_Ranking_00	10
LayoutMsg\Event_TripED_00.msbt
TravelTitle_RoommateGroup	{[021d|0501]}的
TravelTitle	{[c800|0502010d]}等人的
TravelTitle_Solo	{[c800|0502010d]}的
TravelDestination	{[0221]}
L_BtnR_00-T_Text_00	保存
L_BtnL_00-T_Text_00	不保存
T_Question_00	要将照片保存至主机的相册吗？
LayoutMsg\Event_TripOP_00.msbt
NotGroup	{[c800|0502010d]}等人的
GroupName	{[021d|0501]}的
SoloName	{[c800|0502010d]}的
CoupleName	{[c800|0502010d]}和{[c800|0602010d]}的
TravelName	{[0221]}
T_Honeymoon_00	新婚旅行
LayoutMsg\Island_3D_00.msbt
MorningBazaar	早市
AfternoonBazaar	午市
NightBazaar	夜市
L_LevelUp_00-T_LevelUp_00	LEVEL UP !
BuildingName	{[0218|0000]}
RoomName	{[c800|0502000d]}的房间
MapObjectPrice	{[640e|000000cd]}
New	NEW
SpecialSale	特惠日
MiiNameOnCursor	{[c800|0502010d]}
GuideOnCursor_Talk	 对话
GuideOnCursor_Watch	 凑近瞧瞧
GuideOnCursor_Drop_A	 放下
GuideOnCursor_Drop_A_Mii	 让Mii见面
GuideOnCursor_Drop_A_Obj	 走近看看
GuideOnCursor_Enter	 进入
LayoutMsg\Island_Edit_01.msbt
T_InfoWarning_00	无法放置于此处。
T_InfoWarning_01	无法选择更多。
T_InfoWarning_03	目前还无法放置于大海。
T_InfoWarning_04	无法在此处表白。
T_InfoWarning_05	无法在此处拍摄照片。
T_InfoWarning_06	目前还无法放置于此处。
T_InfoWarning_07	无法放置更多。
T_ObjectNum_00	{[6404|000300cd]}
T_MapObjectName_00	{[0218|0000]}
T_MapObjectNameUgc_00	{[0204|0000]}
T_MapFloorName_00	{[0219|00cd]}
T_MapFloorNameUgc_00	{[0205|0000]}
T_HouseName_00	{[c800|0502010d]}的家
T_HouseName_01	{[c800|0502010d]}等人的家
T_HouseName_02	{[021d|0501]}的家
T_BtnSet_Create00	放置
T_BtnSet_Create01	选择此处
T_ModeNameMulti_00	正在批量选择……
T_BtnPutAway_00	收起
T_BtnPutAway_01	撤回一步
L_BtnOK_01-T_Text_00	选择完毕
L_BtnMultiMove_00-T_Text_00	长按选择区域
L_BtnCancel_00-T_Text_00	解除选中
L_BtnMove_00-T_Text_00	选择
L_BtnSingleSelect_00-T_Text_00	单个选择模式
L_BtnSingleSelect_00-T_Text_01	批量选择模式
L_BtnRotate_00-T_Text_00	旋转
L_BtnPenSet_00-T_Text_00	设置
L_BtnBuild_00-T_Text_00	建设
L_BtnReset_00-T_Text_00	全部重置
L_BtnEnd_00-T_Text_00	结束岛屿建设
L_BtnMiiRandom-T_Text_00	交给Mii决定
L_BtnMakeMap-T_Text_00	岛屿建设
L_Parts_01-T_ListChange_00	重置时间
LayoutMsg\Island_EntranceInfo_00.msbt
Exit	离开餐厅
LayoutMsg\Island_EventDialog_00.msbt
T_Text_Generate_00	{[c800|0502000d]}遇到了什么事？
LayoutMsg\Island_LevelUp_00.msbt
FountainLevelAndRightUp	达到了级别{[6404|000300cd]}！
L_Point_00-T_NumText_00	可实现次数
LayoutMsg\Island_Main_00.msbt
IconNum	{[6404|000200cd]}
PopupFocusMiiName	{[c800|0002000d]}
L_Menu_00-T_Key_00	
L_MiiList_00-T_Key_00	
LayoutMsg\Island_Menu_00.msbt
MenuDay	{[640b|01cd]}{[640c|00cd]}
MenuTime	{[6401|000000cd]}
MenuAMPM	{[6400|00cd]}
HouseMenu	住家菜单
HouseList	住家列表
L_Build_00-T_Text_00	岛屿建设
L_ResidentList_00-T_Text_00	居民列表
L_AddMii_00-T_Text_00	新增Mii
L_UserConfig_00-T_Text_00	设置
L_ItemAlbum_00-T_Text_00	物品图鉴
L_Save_00-T_Text_00	保存
L_IslandWord_00-T_Text_00	岛屿信息
L_LocalNetwork_00-T_Text_00	本地联机
L_AddMii_00-T_Tutorial_00	正在招募居民！
LayoutMsg\Island_RelationGraphMulti_00.msbt
RelationPair	{[0213|01cd]}
LayoutMsg\Island_RelationGraph_01.msbt
MiiName_00	{[c800|0502010d]}
MiiName_01	{[c800|0502010d]}
RelationMeterRank_00	{[0215]}
RelationMeterRank_01	{[0215]}
RelationName	{[0214|00cd]}
T_Love_00	单恋
T_LoveL_00	单恋
LayoutMsg\Island_UnlockDirection_00.msbt
L_OK_00-T_Text_00	OK
Description_Goods	已添加到升级时可赠送的“道具”中！
Description_HabitGroup	已添加到升级时可赠送的“微个性”中！
Description_Object	“新商品”已添加到岛屿建设商店！
Description_Ground	已添加可在岛屿建设中使用的“地面”！
Description_StyleGroup	“新商品”已添加到装修商店！
Description_UGC	已添加物品工坊中的“可制作的种类”！
ElementName_UGC_Cloth	服装
ElementName_UGC_Goods	宝物
ElementName_UGC_Object	岛屿的物件
ElementName_UGC_Interior	房屋的墙壁地板
ElementName_UGC_Exterior	房屋的外观
ElementName_UGC_Ground	岛屿的地面
T_Present_00	获赠一件！
LayoutMsg\LclNwk_DlgOverwriteSave_00.msbt
L_BtnOK_01-T_Text_00	覆盖
L_BtnOK_00-T_Text_00	算了
T_WriteBefore_00	覆盖前
T_WriteAfter_00	覆盖后
T_Info_Mii_00	※将覆盖Mii的脸和体型，但“人际关系”和“满足度等级”不会变化。
T_Info_Mii_01	※如果接收这个Mii，将覆盖岛上的服装。
T_Info_Mii_02	※将覆盖Mii的脸和体型，但“人际关系”和“满足度等级”不会变化。\n※如果接收这个Mii，将覆盖岛上的服装。
T_Info_UGC_00	※将覆盖已接收的相同物品。
T_Info_UGC_01	※将覆盖已接收的相同物品。\n　并且，如果相同物品正放置于岛上，覆盖后大小可能会改变。
T_Overwrite_Title_00	真的要覆盖吗？
T_Overwrite_Title_01	“这个Mii身上的服装”存在于你的岛上。\n要覆盖服装吗？
LayoutMsg\LclNwk_DlgSendAndReceive_00.msbt
T_Info_Mii	有Mii发送过来了。
T_Info_Ugc	有设计图发送过来了。
LayoutMsg\LclNwk_Menu_00.msbt
L_LuggageUGC_00-T_AttributeHead	设置
L_LuggageUGC_00-T_NameHead_00	名称
L_LuggageUGC_00-L_BtnOK_00-T_Text_00	退出
T_LuggageUGC_BtnOK_01	接收
T_LuggageUGC_BtnOK_02	发送
T_LuggageUGC_BtnOK_03	覆盖
L_LuggageMii_00-L_OK_00-T_Text_00	退出
L_LuggageMii_00-L_BtnName_00-T_Header_00	名字
L_LuggageMii_00-L_BtnBirthday_00-T_Header_00	生日
L_LuggageMii_00-L_BtnEvent_00-T_Header_00	出席活动服装
L_LuggageMii_00-L_BtnGender_00-T_Header_00	性别
L_LuggageMii_00-L_BtnLoveTarget_00-T_Header_00	恋爱对象性别
L_LuggageMii_00-L_BtnVoice_00-T_Text_00	自定义
L_LuggageMii_00-L_BtnVoice_00-T_Header_00	声音
L_LuggageMii_00-L_BtnPersonality_00-T_Header_00	性格
L_LuggageMii_00-T_Info_01	※将覆盖岛上存在的相同服装。
T_LuggageMii_BtnOK_01	接收
T_LuggageMii_BtnOK_02	发送
T_LuggageMii_BtnOK_03	覆盖
T_LuggageMii_Age_00	{[6404|000300cd]}岁
T_LuggageMii_Age_01	??岁
T_LuggageMii_Birthday_00	{[6404|000400cd]}年{[6404|010200cd]}月{[6404|020200cd]}日
T_LuggageMii_Birthday_01	{[6404|000400cd]}年??月??日
T_LuggageMii_Birthday_02	{[6404|010200cd]}月{[6404|020200cd]}日
T_LuggageMii_Birthday_03	??月??日
T_LuggageMii_Grow_00	大人
T_LuggageMii_Grow_01	小孩
T_LuggageMii_Gender_00	男
T_LuggageMii_Gender_01	女
T_LuggageMii_Gender_02	其他
T_LuggageMii_LoveTarget_00	男 / 女 / 其他
T_LuggageMii_LoveTarget_01	男 / 女
T_LuggageMii_LoveTarget_02	男 / 其他
T_LuggageMii_LoveTarget_03	女 / 其他
T_LuggageMii_LoveTarget_04	男
T_LuggageMii_LoveTarget_05	女
T_LuggageMii_LoveTarget_06	其他
T_LuggageMii_LoveTarget_07	无
T_LuggageMii_Personality_00	{[c80c|0500]}{[c80d|0500]}
T_LuggageMii_Header_FirstPerson_00	称呼自己的方式
T_LuggageMii_Header_ThirdPerson_00	Pronouns
T_LuggageMii_ThirdPerson_00	He/Him
T_LuggageMii_ThirdPerson_01	She/Her
T_LuggageMii_ThirdPerson_02	They/Them
T_Btn_LuggageMii_ThirdPerson_00	He/Him
T_Btn_LuggageMii_ThirdPerson_01	She/Her
T_Btn_LuggageMii_ThirdPerson_02	They/Them
T_LuggageMii_OtherWorks_00	发送时会卸除从他人处获得的元素。
L_ExchangeMember_00-L_BtnMakeRoom_00-T_Text_00	招募联机对象
L_ExchangeMember_00-T_Header_00	本地联机
L_ExchangeMember_00-T_TextLclNwk_00	可以与身边的人互相发送“Mii”和“在物品工坊中制作的物品”。
L_ExchangeMember_00-T_TextLclNwk_01	选择正在招募的对象
L_ExchangeMember_00-T_TextLclNwk_02	没有正在招募的对象。
T_LodingLclNwk_00	正在招募对象……
T_LodingLclNwk_01	正在连接……
L_ExchangeEntrance_00-L_BtnAtelier_00-T_Text_00	Mii
L_ExchangeEntrance_00-L_BtnAtelier_01-T_Text_00	制作的物品
L_LuggageUGC_00-L_LclNwkInfo_00-T_MakeName_00	作者：
L_LuggageMii_00-L_LclNwkInfo_00-T_MakeName_00	作者：
L_LuggageUGC_00-L_LclNwkInfo_00-T_IslandName_00	岛名：
L_LuggageMii_00-L_LclNwkInfo_00-T_IslandName_00	岛名：
L_LuggageMii_IslandName_00	{[0208|00cd]}
L_LuggageMii_MakeName_00	{[0208|00cd]}
L_LuggageUGC_IslandName_00	{[0208|00cd]}
L_LuggageUGC_MakeName_00	{[0208|00cd]}
L_LuggageUGC_00-T_TypeHead	种类
LayoutMsg\Menu_ChangeClothes_00.msbt
Cloth	{[020e|00000d00]}
Coordinate	{[020f|00000dcd]}
UgcCloth	{[0203|00000dcd]}
TakeOffEntire	脱下所有衣物
TakeOffPart	脱下该部分衣物
TopsIn	塞上装
TopsOut	不塞上装
ChangeClothesTitle	{[c800|0502010d]}的替换衣物
T_R_00	
T_L_00	
T_Rotation_00	旋转
L_OK_00-T_Text_00	确定
LayoutMsg\Menu_HouseChange_00.msbt
MiiRoom	{[c800|0502000d]}的房间
LivingRoom	客厅
HouseName	{[0218|0000]}
QuestionPlace	要改造哪里？
LayoutMsg\Menu_HouseList_00.msbt
HouseNameTop	{[0218|0000]}
HouseSingular	{[c800|0502000d]}的家
HousePlural	{[c800|0502000d]}等人的家
HouseGroupName	{[021d|0500]}的家
T_Title_00	要改造谁的家？
T_FullScreen_00	显示全部
LayoutMsg\Menu_House_00.msbt
Title	{[c800|0502000d]}的家
TitleNoGroupName	{[c800|0502000d]}等人的家
TitleGroupName	{[021d|0500]}的家
NotInputGroupName	请输入别称。
NotInputGroupName_HouseMenu	{[c800|0502010d]}等人
GramaticalityAndCount	{[c903]}{[0224]}
GroupName_Question	请教授指代“{[c800|0502010d]}等人”的“别称”。
